lat,lon,price,beds,price_per_bed,price_per_bed_scale
40.76799,-73.826843,1950,1,1950,195
40.789417,-73.826591,5300,4,1325,132.5
40.751232,-73.821365,1850,2,925,92.5
40.762905,-73.826683,2200,2,1100,110
40.762951,-73.826515,1900,1,1900,190
40.762596,-73.825958,2250,1,2250,225
40.745895,-73.822762,2150,3,717,71.7
40.758942,-73.824944,1575,1,1575,157.5
40.756413,-73.822708,2200,2,1100,110
40.760929,-73.824104,1355,1,1355,135.5
40.759102,-73.822853,1800,1,1800,180
40.761402,-73.822891,2675,3,892,89.2
40.760563,-73.820908,1800,1,1800,180
40.763824,-73.82177,1875,1,1875,187.5
40.768581,-73.82711,1925,2,963,96.3
40.721214,-73.817368,2295,2,1148,114.8
40.76263,-73.822342,2600,3,867,86.7
40.766129,-73.822113,2350,2,1175,117.5
40.758678,-73.818741,1900,1,1900,190
40.764099,-73.820564,2500,3,833,83.3
40.759617,-73.824951,2100,2,1050,105
40.761135,-73.820518,1800,1,1800,180
40.720203,-73.817734,1750,1,1750,175
40.766075,-73.821587,2850,3,950,95
40.766075,-73.821587,2450,2,1225,122.5
40.766075,-73.821587,2380,2,1190,119
40.766075,-73.821587,2250,1,2250,225
40.735035,-73.823662,2500,3,833,83.3
40.763996,-73.820518,2500,3,833,83.3
40.764725,-73.820679,2425,1,2425,242.5
40.764725,-73.820679,3487,2,1744,174.4
40.774761,-73.820259,2500,3,833,83.3
40.775753,-73.820869,2800,4,700,70
40.740837,-73.822685,2000,2,1000,100
40.724998,-73.816612,2050,2,1025,102.5
40.768581,-73.82711,2100,1,2100,210
40.765091,-73.819405,1900,1,1900,190
40.766285,-73.818008,2100,4,525,52.5
40.766666,-73.815727,2400,2,1200,120
40.760715,-73.814812,2700,3,900,90
40.766666,-73.815727,2375,2,1188,118.8
40.760269,-73.812798,2100,2,1050,105
40.741539,-73.818184,2700,4,675,67.5
40.726479,-73.815208,2050,2,1025,102.5
40.729359,-73.816002,2500,3,833,83.3
40.740833,-73.818565,2100,3,700,70
40.763775,-73.813164,3200,4,800,80
40.763775,-73.813164,3100,4,775,77.5
40.771748,-73.814438,1400,1,1400,140
40.719059,-73.812111,1500,1,1500,150
40.721317,-73.81218,848000,3,282667,28266.7
40.785923,-73.792435,2650,2,1325,132.5
40.724285,-73.812897,3750,3,1250,125
40.724285,-73.812897,1665,1,1665,166.5
40.724285,-73.812897,3329,3,1110,111
40.724285,-73.812897,1580,1,1580,158
40.724285,-73.812897,3579,3,1193,119.3
40.723862,-73.812569,2154,1,2154,215.4
40.726353,-73.811874,2050,2,1025,102.5
40.761169,-73.808121,2000,2,1000,100
40.740402,-73.810822,2200,3,733,73.3
40.761284,-73.808098,1600,1,1600,160
40.75687,-73.807693,2200,2,1100,110
40.770889,-73.804024,2000,2,1000,100
40.756718,-73.805756,2200,2,1100,110
40.760227,-73.804619,1600,1,1600,160
40.696533,-73.904877,5200,5,1040,104
40.761776,-73.799446,1600,1,1600,160
40.758415,-73.797798,1500,1,1500,150
40.764694,-73.793953,1700,1,1700,170
40.705093,-73.908096,2695,3,898,89.8
40.705589,-73.908783,3500,3,1167,116.7
40.70369,-73.904053,2950,3,983,98.3
40.764469,-73.792793,1950,1,1950,195
40.764366,-73.792831,2200,1,2200,220
40.760826,-73.790314,1700,1,1700,170
40.763546,-73.790016,2600,3,867,86.7
40.760983,-73.789368,2400,2,1200,120
40.760906,-73.78936,2400,2,1200,120
40.761017,-73.788712,2000,1,2000,200
40.769154,-73.790344,1550,1,1550,155
40.778412,-73.781044,2600,1,2600,260
40.775249,-73.750618,5500,4,1375,137.5
40.757755,-73.775116,2350,2,1175,117.5
40.780003,-73.840828,2200,3,733,73.3
40.779953,-73.840828,3300,4,825,82.5
40.768436,-73.747971,2587,2,1294,129.4
40.753178,-73.740425,3650,4,913,91.3
40.769566,-73.82695,3500,5,700,70
40.769958,-73.826561,1700,1,1700,170
40.767288,-73.810646,1800,1,1800,180
40.766525,-73.790176,2490,2,1245,124.5
40.767422,-73.827332,2400,3,800,80
40.767059,-73.824158,2020,1,2020,202
40.765194,-73.792618,3250,4,813,81.3
40.752792,-73.877579,1750,1,1750,175
40.766636,-73.823898,1750,1,1750,175
40.764709,-73.796913,1899,1,1899,189.9
40.765968,-73.812096,2450,3,817,81.7
40.765842,-73.817101,1625,1,1625,162.5
40.75333,-73.87178,2200,2,1100,110
40.763359,-73.78775,2600,3,867,86.7
40.763302,-73.787743,1800,1,1800,180
40.763474,-73.790466,2500,3,833,83.3
40.76223,-73.802017,1995,1,1995,199.5
40.762478,-73.801147,1650,1,1650,165
40.763535,-73.826103,1510,1,1510,151
40.763535,-73.826103,2190,2,1095,109.5
40.763535,-73.826103,1890,1,1890,189
40.762058,-73.796494,3200,4,800,80
40.762283,-73.794579,2700,2,1350,135
40.762283,-73.794579,2700,3,900,90
40.762108,-73.800262,2600,3,867,86.7
40.761898,-73.800652,1900,2,950,95
40.761898,-73.800652,2650,3,883,88.3
40.763313,-73.822403,1779,1,1779,177.9
40.749252,-73.88356,1600,1,1600,160
40.76416,-73.815338,4000,5,800,80
40.76416,-73.815338,7000,7,1000,100
40.752159,-73.859329,2000,1,2000,200
40.760052,-73.830719,9500,1,9500,950
40.761307,-73.800812,2950,4,738,73.8
40.761307,-73.800812,2500,3,833,83.3
40.760426,-73.79052,2200,2,1100,110
40.760052,-73.793114,2400,3,800,80
40.760117,-73.789436,2000,1,2000,200
40.762741,-73.816483,1900,2,950,95
40.757084,-73.835594,2150,1,2150,215
40.760391,-73.821304,1595,1,1595,159.5
40.758347,-73.828308,2850,2,1425,142.5
40.761333,-73.814522,2300,3,767,76.7
40.761017,-73.817558,2400,2,1200,120
40.757549,-73.823135,2200,1,2200,220
40.754009,-73.825943,2300,2,1150,115
40.756985,-73.823677,1950,2,975,97.5
40.759781,-73.817284,2100,2,1050,105
40.753891,-73.833237,2500,2,1250,125
40.754078,-73.825737,2300,2,1150,115
40.754078,-73.825737,2500,2,1250,125
40.759472,-73.808167,2200,3,733,73.3
40.75927,-73.807617,2500,3,833,83.3
40.766109,-73.795654,2200,2,1100,110
40.758266,-73.808823,2450,3,817,81.7
40.756878,-73.785759,2500,2,1250,125
40.756878,-73.785759,2800,3,933,93.3
40.755867,-73.815125,2600,3,867,86.7
40.755791,-73.815094,1800,1,1800,180
40.752491,-73.826881,1950,1,1950,195
40.766903,-73.745941,2640,2,1320,132
40.756878,-73.785843,2700,3,900,90
40.756695,-73.787704,1550,1,1550,155
40.757832,-73.80838,2800,3,933,93.3
40.753609,-73.817329,1750,,#DIV/0!,#DIV/0!
40.753319,-73.789185,2350,2,1175,117.5
40.748222,-73.800636,2300,2,1150,115
40.748951,-73.826141,3000,3,1000,100
40.745567,-73.833679,2200,2,1100,110
40.71582,-73.907028,2750,3,917,91.7
40.724663,-73.90538,1575,2,788,78.8
40.701141,-73.896828,3000,3,1000,100
40.715214,-73.903084,1900,2,950,95
40.738197,-73.811668,2300,3,767,76.7
40.731819,-73.868889,1700,1,1700,170
40.735428,-73.850456,2150,2,1075,107.5
40.730087,-73.865662,2000,1,2000,200
40.723392,-73.867439,5450,4,1363,136.3
40.728611,-73.861626,1900,1,1900,190
40.738209,-73.828743,3200,4,800,80
40.725536,-73.859642,1850,1,1850,185
40.71463,-73.880478,2300,2,1150,115
40.725193,-73.856705,1900,1,1900,190
40.725193,-73.856705,2075,2,1038,103.8
40.725193,-73.856705,1875,1,1875,187.5
40.713654,-73.879272,2850,3,950,95
40.704536,-73.891823,2100,2,1050,105
40.716312,-73.885757,2800,2,1400,140
40.719849,-73.889771,3350,3,1117,111.7
40.7243,-73.845154,3600,2,1800,180
40.734531,-73.786713,2200,1,2200,220
40.722153,-73.849258,2650,1,2650,265
40.726761,-73.82946,2300,2,1150,115
40.71056,-73.84861,4200,3,1400,140
40.711044,-73.846611,3900,3,1300,130
40.720737,-73.837784,2200,1,2200,220
40.719936,-73.83567,2045,1,2045,204.5
40.725132,-73.815865,2050,2,1025,102.5
40.725109,-73.81263,3750,3,1250,125
40.725109,-73.81263,3750,3,1250,125
40.725109,-73.81263,1899,1,1899,189.9
40.728378,-73.791534,4500,4,1125,112.5
40.73299,-73.774216,3500,3,1167,116.7
40.725109,-73.81263,3999,3,1333,133.3
40.726566,-73.801262,3000,3,1000,100
40.713139,-73.834175,2000,1,2000,200
40.710625,-73.874077,2000,2,1000,100
40.719742,-73.813606,2500,2,1250,125
40.719387,-73.812584,3000,3,1000,100
40.719387,-73.812584,2700,2,1350,135
40.719387,-73.812584,2300,2,1150,115
40.719387,-73.812584,1950,1,1950,195
40.72533,-73.854477,1850,1,1850,185
40.762329,-73.818726,1525,1,1525,152.5
40.766312,-73.827759,1500,1,1500,150
40.768581,-73.82711,2100,2,1050,105
40.774128,-73.814331,3000,4,750,75
40.766933,-73.815361,2000,2,1000,100
40.745869,-73.820335,2050,3,683,68.3
40.758316,-73.808685,2400,3,800,80
40.756233,-73.796715,978888,3,326296,32629.6
40.762585,-73.788055,1975,1,1975,197.5
40.763004,-73.801743,1650,1,1650,165
40.746407,-73.779282,1050000,5,210000,21000
40.730446,-73.82016,2350,2,1175,117.5
40.725357,-73.900703,3000,2,1500,150
40.727158,-73.852417,2850,2,1425,142.5
40.733624,-73.854774,2400,3,800,80
40.710567,-73.850082,2595,3,865,86.5
40.726784,-73.850098,3200,3,1067,106.7
40.725185,-73.851112,1975,1,1975,197.5
40.731998,-73.852158,1950,1,1950,195
40.735916,-73.854469,2558,2,1279,127.9
40.735676,-73.854263,2550,2,1275,127.5
40.735249,-73.854012,2495,2,1248,124.8
40.725449,-73.849518,2500,2,1250,125
40.725864,-73.849434,2500,2,1250,125
40.725864,-73.849434,2200,2,1100,110
40.725864,-73.849434,1850,1,1850,185
40.723045,-73.850548,2325,1,2325,232.5
40.723045,-73.850548,4150,2,2075,207.5
40.723045,-73.850548,2595,1,2595,259.5
40.723045,-73.850548,4180,2,2090,209
40.723087,-73.849281,2850,1,2850,285
40.723087,-73.849281,2860,1,2860,286
40.710205,-73.847855,1900,1,1900,190
40.731068,-73.850258,2200,2,1100,110
40.722847,-73.845291,1665,1,1665,166.5
40.722946,-73.845345,1950,1,1950,195
40.720051,-73.842316,3000,2,1500,150
40.721992,-73.841835,2200,1,2200,220
40.719296,-73.841515,2400,1,2400,240
40.721043,-73.841194,1590,1,1590,159
40.721676,-73.841911,1650,1,1650,165
40.716099,-73.843369,1950,1,1950,195
40.733711,-73.846558,2950,2,1475,147.5
40.720669,-73.840141,1800,1,1800,180
40.720577,-73.839996,2250,1,2250,225
40.724827,-73.841377,6595,4,1649,164.9
40.720905,-73.839096,2995,2,1498,149.8
40.72274,-73.839577,1600,1,1600,160
40.721161,-73.840256,3150,2,1575,157.5
40.721256,-73.839157,1650,1,1650,165
40.721256,-73.839157,1550,1,1550,155
40.716415,-73.836792,1950,1,1950,195
40.718216,-73.838287,1595,1,1595,159.5
40.7159,-73.834259,2300,2,1150,115
40.716003,-73.834648,2200,1,2200,220
40.721264,-73.837914,2900,2,1450,145
40.72168,-73.836723,2950,2,1475,147.5
40.719387,-73.836746,2800,3,933,93.3
40.715919,-73.83847,2075,1,2075,207.5
40.714886,-73.837326,1350,1,1350,135
40.729053,-73.850891,3000,3,1000,100
40.71574,-73.857185,2395,2,1198,119.8
40.722023,-73.855232,3100,2,1550,155
40.722267,-73.854523,3000,2,1500,150
40.724068,-73.854805,2595,2,1298,129.8
40.72271,-73.852242,2700,2,1350,135
40.724804,-73.84687,2400,2,1200,120
40.724766,-73.847481,2200,1,2200,220
40.716877,-73.85392,3700,3,1233,123.3
40.718987,-73.851036,3200,4,800,80
40.724297,-73.846443,4000,3,1333,133.3
40.723804,-73.8451,1899,1,1899,189.9
40.724354,-73.846268,2300,2,1150,115
40.717285,-73.849861,6000,5,1200,120
40.722725,-73.844009,2100,1,2100,210
40.712345,-73.851509,1950,1,1950,195
40.722153,-73.849258,2350,1,2350,235
40.71328,-73.850563,2300,2,1150,115
40.721802,-73.838875,1650,1,1650,165
40.721741,-73.839104,2450,2,1225,122.5
40.722309,-73.838966,2400,2,1200,120
40.721252,-73.838654,2450,2,1225,122.5
40.718628,-73.841614,2200,1,2200,220
40.719864,-73.838181,2800,2,1400,140
40.719864,-73.838181,3300,2,1650,165
40.717857,-73.840134,3500,2,1750,175
40.717182,-73.838844,1850,1,1850,185
40.718643,-73.835899,1475,1,1475,147.5
40.717232,-73.832718,2250,2,1125,112.5
40.717232,-73.832718,2200,2,1100,110
40.728142,-73.809288,1600,1,1600,160
40.725887,-73.807953,2100,2,1050,105
40.730175,-73.806686,2000,1,2000,200
40.730312,-73.804436,2400,3,800,80
40.726006,-73.803612,2100,2,1050,105
40.741215,-73.778618,1775,1,1775,177.5
40.741215,-73.778618,1695,1,1695,169.5
40.746689,-73.787727,2700,3,900,90
40.739201,-73.808128,2200,2,1100,110
40.737999,-73.808792,2000,2,1000,100
40.735378,-73.796318,4000,4,1000,100
40.73661,-73.805946,1350,1,1350,135
40.73661,-73.805946,1350,1,1350,135
40.736565,-73.787125,2025,2,1013,101.3
40.734009,-73.794395,2700,3,900,90
40.730389,-73.796295,2100,2,1050,105
40.72879,-73.80938,1800,2,900,90
40.728931,-73.79705,3000,3,1000,100
40.733002,-73.772781,2350,3,783,78.3
40.723991,-73.798851,2200,2,1100,110
40.722729,-73.809784,2500,3,833,83.3
40.723553,-73.802223,2600,3,867,86.7
40.736855,-73.801262,1300,1,1300,130
40.750042,-73.782417,1800,1,1800,180
40.740299,-73.791252,3200,3,1067,106.7
40.74649,-73.779289,1800,2,900,90
40.72694,-73.799232,1500,2,750,75
40.726929,-73.799232,3600,5,720,72
40.745544,-73.716728,1550,1,1550,155
40.745544,-73.716728,2250,3,750,75
40.738461,-73.711021,2300,2,1150,115
40.749928,-73.712593,1699,1,1699,169.9
40.753193,-73.72155,1850,1,1850,185
40.745544,-73.716728,2195,2,1098,109.8
40.74321,-73.707855,3650,4,913,91.3
40.738754,-73.714836,4500,5,900,90
40.700569,-73.880157,2000,2,1000,100
40.69804,-73.894127,2350,2,1175,117.5
40.696487,-73.896805,1900,2,950,95
40.704929,-73.867043,2350,2,1175,117.5
40.703667,-73.868057,2500,2,1250,125
40.703671,-73.865067,1750,1,1750,175
40.692284,-73.895973,1700,1,1700,170
40.707527,-73.769806,3095,3,1032,103.2
40.717148,-73.768593,1700,1,1700,170
40.716106,-73.771576,2100,1,2100,210
40.71962,-73.76783,2200,2,1100,110
40.712425,-73.765938,1395,1,1395,139.5
40.712284,-73.766098,1642,1,1642,164.2
40.715054,-73.758446,2600,4,650,65
40.714138,-73.757423,2600,3,867,86.7
40.711315,-73.763557,2350,3,783,78.3
40.669144,-73.846031,2600,3,867,86.7
40.665016,-73.854607,2800,3,933,93.3
40.663441,-73.855881,1500,1,1500,150
40.662022,-73.854431,2100,2,1050,105
40.662678,-73.836555,2500,2,1250,125
40.657799,-73.843422,1500,1,1500,150
40.665939,-73.848106,1700,2,850,85
40.665939,-73.848106,1700,2,850,85
40.666264,-73.854553,1650,1,1650,165
40.667973,-73.851074,1525,1,1525,152.5
40.663376,-73.83474,2375,3,792,79.2
40.669624,-73.850853,2600,3,867,86.7
40.753338,-73.893661,2150,1,2150,215
40.753613,-73.883255,1750,1,1750,175
40.752285,-73.892471,1850,1,1850,185
40.753296,-73.876587,2300,2,1150,115
40.754421,-73.878517,1575,1,1575,157.5
40.75061,-73.885292,1650,1,1650,165
40.750515,-73.885109,2300,1,2300,230
40.750626,-73.882774,1950,1,1950,195
40.750626,-73.882774,1965,1,1965,196.5
40.750473,-73.883202,1750,1,1750,175
40.749123,-73.891899,2550,3,850,85
40.749123,-73.891899,1600,1,1600,160
40.75209,-73.872711,1950,2,975,97.5
40.750896,-73.872078,1680,1,1680,168
40.750744,-73.872459,1650,1,1650,165
40.748516,-73.891876,1990,1,1990,199
40.749214,-73.885033,2500,2,1250,125
40.747894,-73.892265,2100,1,2100,210
40.748093,-73.890411,1700,1,1700,170
40.749699,-73.884773,1950,1,1950,195
40.747585,-73.888626,2394,1,2394,239.4
40.747704,-73.889427,2500,2,1250,125
40.747711,-73.888481,2634,2,1317,131.7
40.750957,-73.894806,1250,1,1250,125
40.749039,-73.893311,1750,1,1750,175
40.751541,-73.889847,2000,1,2000,200
40.752163,-73.88224,2400,2,1200,120
40.752274,-73.882408,1725,1,1725,172.5
40.753979,-73.879868,1950,1,1950,195
40.754086,-73.878937,2100,2,1050,105
40.750969,-73.87381,2500,2,1250,125
40.753239,-73.873253,1775,1,1775,177.5
40.753201,-73.872925,1800,1,1800,180
40.753323,-73.872864,1900,1,1900,190
40.753239,-73.873253,1775,1,1775,177.5
40.753311,-73.872383,1875,1,1875,187.5
40.707527,-73.769806,3095,3,1032,103.2
40.683167,-73.83387,1700,1,1700,170
40.692875,-73.805763,2350,3,783,78.3
40.709202,-73.74498,2395,2,1198,119.8
40.691936,-73.794182,2600,3,867,86.7
40.698048,-73.77655,2805,3,935,93.5
40.696976,-73.774689,2900,3,967,96.7
40.681355,-73.776009,2500,1,2500,250
40.683167,-73.789604,2700,4,675,67.5
40.717934,-73.80291,2650,3,883,88.3
40.679691,-73.794136,2350,3,783,78.3
40.680649,-73.783081,2799,3,933,93.3
40.682606,-73.778114,3000,3,1000,100
40.675804,-73.798874,3100,5,620,62
40.680901,-73.777641,2000,2,1000,100
40.71241,-73.826439,2700,2,1350,135
40.670521,-73.79924,2200,2,1100,110
40.67305,-73.779076,2700,3,900,90
40.714764,-73.822121,2150,1,2150,215
40.713963,-73.821815,1785,1,1785,178.5
40.714844,-73.822075,2100,1,2100,210
40.672043,-73.766388,3000,3,1000,100
40.674675,-73.759697,2900,3,967,96.7
40.695648,-73.81134,2800,4,700,70
40.703754,-73.815094,2350,1,2350,235
40.703754,-73.815094,2550,1,2550,255
40.703754,-73.815094,3000,2,1500,150
40.703754,-73.815094,3100,2,1550,155
40.70742,-73.817314,2500,1,2500,250
40.708122,-73.818077,2500,1,2500,250
40.708122,-73.818077,2500,1,2500,250
40.708122,-73.818077,2525,1,2525,252.5
40.708122,-73.818077,2475,1,2475,247.5
40.708122,-73.818077,3000,2,1500,150
40.708122,-73.818077,3500,3,1167,116.7
40.708122,-73.818077,2850,1,2850,285
40.708122,-73.818077,3000,2,1500,150
40.708122,-73.818077,2900,2,1450,145
40.707928,-73.818268,3200,2,1600,160
40.709873,-73.817932,1850,1,1850,185
40.708626,-73.816475,1700,1,1700,170
40.687172,-73.805298,2400,3,800,80
40.708683,-73.815758,1750,1,1750,175
40.7108,-73.818237,3700,4,925,92.5
40.708744,-73.81501,1995,2,998,99.8
40.708744,-73.81501,1725,1,1725,172.5
40.708805,-73.814735,1725,1,1725,172.5
40.708729,-73.814178,1995,2,998,99.8
40.708729,-73.814178,1725,1,1725,172.5
40.708729,-73.814178,1715,1,1715,171.5
40.687111,-73.805244,2400,3,800,80
40.710823,-73.818298,3850,4,963,96.3
40.708729,-73.814178,1995,2,998,99.8
40.711216,-73.817345,3800,3,1267,126.7
40.70895,-73.814377,1675,1,1675,167.5
40.709606,-73.816528,1790,1,1790,179
40.710258,-73.817383,1800,1,1800,180
40.710258,-73.817383,1847,1,1847,184.7
40.710258,-73.817383,1850,1,1850,185
40.71003,-73.816628,1790,2,895,89.5
40.669846,-73.767876,2700,3,900,90
40.710266,-73.816246,1700,1,1700,170
40.710266,-73.816246,2000,2,1000,100
40.710667,-73.815331,1850,1,1850,185
40.710667,-73.815331,2325,2,1163,116.3
40.709885,-73.813896,1725,1,1725,172.5
40.709953,-73.815933,1800,1,1800,180
40.712429,-73.816696,1765,1,1765,176.5
40.71246,-73.816597,1650,1,1650,165
40.709644,-73.814293,1725,1,1725,172.5
40.711926,-73.815193,1695,1,1695,169.5
40.710625,-73.814735,1975,1,1975,197.5
40.669731,-73.765251,1800,1,1800,180
40.670929,-73.795624,1900,2,950,95
40.702976,-73.811325,2200,3,733,73.3
40.68792,-73.799187,2150,2,1075,107.5
40.700729,-73.806465,2442,1,2442,244.2
40.700729,-73.806465,3900,3,1300,130
40.700729,-73.806465,3063,2,1532,153.2
40.700729,-73.806465,2585,1,2585,258.5
40.700729,-73.806465,2943,2,1472,147.2
40.700729,-73.806465,3391,3,1130,113
40.700729,-73.806465,3390,3,1130,113
40.700729,-73.806465,2620,1,2620,262
40.700729,-73.806465,2026,1,2026,202.6
40.700729,-73.806465,2105,1,2105,210.5
40.700729,-73.806465,2040,1,2040,204
40.700729,-73.806465,2850,2,1425,142.5
40.700729,-73.806465,1866,1,1866,186.6
40.700729,-73.806465,2560,1,2560,256
40.700729,-73.806465,2375,1,2375,237.5
40.700729,-73.806465,2900,2,1450,145
40.689751,-73.798103,1800,1,1800,180
40.69902,-73.806953,2500,1,2500,250
40.69902,-73.806953,2611,2,1306,130.6
40.704403,-73.80661,1750,1,1750,175
40.704041,-73.812889,2222,1,2222,222.2
40.704041,-73.812889,2201,1,2201,220.1
40.704041,-73.812889,1959,1,1959,195.9
40.704041,-73.812889,1985,1,1985,198.5
40.704041,-73.812889,2002,1,2002,200.2
40.704041,-73.812889,2286,1,2286,228.6
40.704041,-73.812889,2286,1,2286,228.6
40.704041,-73.812889,3436,2,1718,171.8
40.704041,-73.812889,2395,1,2395,239.5
40.704041,-73.812889,3130,2,1565,156.5
40.704041,-73.812889,2976,3,992,99.2
40.704041,-73.812889,3436,2,1718,171.8
40.706284,-73.804916,2450,1,2450,245
40.710117,-73.806,2600,4,650,65
40.705383,-73.804787,2550,1,2550,255
40.705383,-73.804787,3675,2,1838,183.8
40.705383,-73.804787,3992,3,1331,133.1
40.705383,-73.804787,3300,2,1650,165
40.705383,-73.804787,3992,3,1331,133.1
40.705383,-73.804787,2775,1,2775,277.5
40.705383,-73.804787,1950,1,1950,195
40.705383,-73.804787,1925,1,1925,192.5
40.705383,-73.804787,2025,1,2025,202.5
40.705383,-73.804787,3400,2,1700,170
40.705372,-73.802605,2275,1,2275,227.5
40.705372,-73.802605,2150,1,2150,215
40.705372,-73.802605,2933,2,1467,146.7
40.705372,-73.802605,2700,1,2700,270
40.705372,-73.802605,2000,1,2000,200
40.705372,-73.802605,2300,1,2300,230
40.705372,-73.802605,2115,1,2115,211.5
40.705372,-73.802605,2790,2,1395,139.5
40.704842,-73.802223,1800,1,1800,180
40.704842,-73.802223,2000,1,2000,200
40.700279,-73.7854,2800,3,933,93.3
40.691273,-73.789673,2000,2,1000,100
40.712479,-73.802399,2300,2,1150,115
40.718029,-73.803131,2500,3,833,83.3
40.718174,-73.802773,1600,1,1600,160
40.721062,-73.802719,2050,2,1025,102.5
40.711746,-73.792068,2108,2,1054,105.4
40.711674,-73.792046,2406,2,1203,120.3
40.711845,-73.79187,2200,2,1100,110
40.703323,-73.787926,2600,3,867,86.7
40.713196,-73.79277,2500,3,833,83.3
40.67992,-73.768646,2500,3,833,83.3
40.712891,-73.78746,1825,1,1825,182.5
40.712868,-73.786415,2070,1,2070,207
40.682533,-73.76564,1500,1,1500,150
40.703842,-73.780174,2400,3,800,80
40.698765,-73.776917,1945,1,1945,194.5
40.697319,-73.775475,2500,3,833,83.3
40.702263,-73.778824,3000,3,1000,100
40.712029,-73.78476,3500,2,1750,175
40.712029,-73.78476,2425,1,2425,242.5
40.712029,-73.78476,2250,1,2250,225
40.712883,-73.785072,2500,2,1250,125
40.711227,-73.78157,1950,2,975,97.5
40.667622,-73.76223,2200,2,1100,110
40.714981,-73.780182,1895,1,1895,189.5
40.71426,-73.778656,1800,1,1800,180
40.703747,-73.764793,1900,,#DIV/0!,#DIV/0!
40.721546,-73.768028,2600,3,867,86.7
40.706547,-73.740982,1950,2,975,97.5
40.703621,-73.739388,2500,2,1250,125
40.733009,-73.748306,4250,4,1063,106.3
40.656654,-73.733391,2600,3,867,86.7
40.713638,-73.823593,2500,2,1250,125
40.713638,-73.823593,2000,1,2000,200
40.713638,-73.823593,2300,1,2300,230
40.714981,-73.822998,2550,4,638,63.8
40.713619,-73.823578,2750,2,1375,137.5
40.713638,-73.823593,2900,2,1450,145
40.714699,-73.823555,2093,1,2093,209.3
40.714844,-73.823112,1760,1,1760,176
40.714073,-73.82309,1790,1,1790,179
40.713551,-73.823418,1760,1,1760,176
40.713802,-73.820877,1785,1,1785,178.5
40.712975,-73.822998,1650,1,1650,165
40.71888,-73.802223,3500,3,1167,116.7
40.73119,-73.755486,6000,4,1500,150
40.717697,-73.800934,2300,2,1150,115
40.717468,-73.801849,2800,3,933,93.3
40.715244,-73.806808,2350,2,1175,117.5
40.706139,-73.831749,1850,1,1850,185
40.706009,-73.83564,2300,2,1150,115
40.706188,-73.834991,1995,1,1995,199.5
40.706188,-73.834991,2250,2,1125,112.5
40.713215,-73.817184,1600,1,1600,160
40.710766,-73.813728,2050,1,2050,205
40.710766,-73.813728,2050,1,2050,205
40.713135,-73.815407,1750,1,1750,175
40.713081,-73.815369,1510,1,1510,151
40.667027,-73.848999,2800,3,933,93.3
40.711788,-73.80658,3000,4,750,75
40.709557,-73.81868,1475,1,1475,147.5
40.709557,-73.81868,1525,1,1525,152.5
40.70977,-73.813278,1700,1,1700,170
40.707314,-73.816727,1850,1,1850,185
40.707314,-73.816727,1750,1,1750,175
40.714622,-73.782181,1650,1,1650,165
40.710838,-73.795845,1900,2,950,95
40.710838,-73.795845,2500,2,1250,125
40.705772,-73.813171,749918,3,249973,24997.3
40.711075,-73.783951,1700,1,1700,170
40.690151,-73.857925,2200,3,733,73.3
40.688892,-73.864372,2200,3,733,73.3
40.692501,-73.855598,3000,4,750,75
40.703156,-73.811913,1750,1,1750,175
40.703156,-73.811913,1850,1,1850,185
40.720379,-73.758118,2695,3,898,89.8
40.703293,-73.8097,1695,1,1695,169.5
40.70113,-73.814423,1499,1,1499,149.9
40.708611,-73.793922,1200,1,1200,120
40.709175,-73.791313,1900,2,950,95
40.728802,-73.733955,2300,2,1150,115
40.704815,-73.799164,2600,3,867,86.7
40.708195,-73.789322,2100,2,1050,105
40.708042,-73.789391,2100,2,1050,105
40.702217,-73.807297,2150,2,1075,107.5
40.708172,-73.787735,1750,1,1750,175
40.708172,-73.787735,1700,1,1700,170
40.708076,-73.787964,1900,2,950,95
40.684288,-73.866234,2300,3,767,76.7
40.692348,-73.831268,2800,4,700,70
40.695873,-73.811646,2400,2,1200,120
40.698105,-73.804611,2600,4,650,65
40.695988,-73.811279,2200,2,1100,110
40.689754,-73.830353,2400,2,1200,120
40.718697,-73.755165,2500,2,1250,125
40.672157,-73.766609,2300,3,767,76.7
40.681728,-73.790321,2500,3,833,83.3
40.691959,-73.801491,2500,3,833,83.3
40.70105,-73.806824,2700,3,900,90
40.670929,-73.795624,1900,2,950,95
40.728455,-73.816742,2200,2,1100,110
40.713249,-73.832726,2495,3,832,83.2
40.707531,-73.83445,1800,1,1800,180
40.708344,-73.828651,1850,1,1850,185
40.706856,-73.833687,1850,1,1850,185
40.706856,-73.833687,1625,1,1625,162.5
40.706623,-73.834343,1625,1,1625,162.5
40.713249,-73.832726,2699,2,1350,135
40.713249,-73.832726,2819,2,1410,141
40.713055,-73.832565,2999,3,1000,100
40.713055,-73.832565,3365,4,841,84.1
40.706181,-73.830887,1945,1,1945,194.5
40.713348,-73.832077,1760,1,1760,176
40.713348,-73.832077,2500,1,2500,250
40.712242,-73.828545,1850,1,1850,185
40.710953,-73.827477,1850,1,1850,185
40.71146,-73.827209,2800,2,1400,140
40.71146,-73.827209,1825,1,1825,182.5
40.71146,-73.827209,2225,1,2225,222.5
40.711559,-73.826538,2150,1,2150,215
40.711552,-73.825394,2800,2,1400,140
40.7122,-73.826546,2800,2,1400,140
40.7122,-73.826546,2150,1,2150,215
40.711613,-73.826447,2600,2,1300,130
