lat,lon,price,beds,price_per_bed,price_per_bed_scale
40.692917,-73.994926,3800,1,3800,380
40.680233,-73.906769,4900,6,817,81.7
40.680233,-73.906769,2800,3,933,93.3
40.680233,-73.906769,2650,3,883,88.3
40.697613,-73.915413,2700,3,900,90
40.697613,-73.915413,2700,3,900,90
40.705734,-73.937439,4500,1,4500,450
40.705734,-73.937439,7000,1,7000,700
40.711048,-73.943489,6499,4,1625,162.5
40.598701,-73.95179,2095,2,1048,104.8
40.697697,-73.915359,2400,2,1200,120
40.697697,-73.915359,2400,2,1200,120
40.6772,-73.916283,2450,3,817,81.7
40.589737,-73.942123,2500,3,833,83.3
40.680489,-73.866417,2096,2,1048,104.8
40.586987,-73.966698,2000,1,2000,200
40.691612,-73.944595,2588,1,2588,258.8
40.689476,-73.944824,3000,2,1500,150
40.589146,-73.948708,1849,1,1849,184.9
40.700466,-73.939491,2850,2,1425,142.5
40.653751,-73.950928,1895,1,1895,189.5
40.671326,-73.947884,6285,3,2095,209.5
40.690838,-73.966759,4999,3,1666,166.6
40.702904,-73.983467,5795,2,2898,289.8
40.609219,-73.910736,3400,3,1133,113.3
40.584339,-73.942162,2500,2,1250,125
40.666,-73.988235,2700,2,1350,135
40.69577,-73.92614,3399,3,1133,113.3
40.69577,-73.92614,3400,3,1133,113.3
40.63332,-73.951675,1699,1,1699,169.9
40.63332,-73.951675,2300,3,767,76.7
40.58749,-73.955833,2395,2,1198,119.8
40.669964,-73.988564,7300,2,3650,365
40.669964,-73.988564,3650,1,3650,365
40.669964,-73.988564,2750,1,2750,275
40.669964,-73.988564,4500,1,4500,450
40.693741,-73.91169,2550,2,1275,127.5
40.651459,-73.925789,1600,1,1600,160
40.651459,-73.925789,1600,1,1600,160
40.682281,-73.990967,2300,1,2300,230
40.682396,-73.963882,2600,1,2600,260
40.640026,-73.951591,2500,3,833,83.3
40.595341,-73.943993,2100,2,1050,105
40.586823,-73.955734,1925,1,1925,192.5
40.586079,-73.956917,1500,1,1500,150
40.586079,-73.956917,1775,1,1775,177.5
40.588055,-73.946724,2000,1,2000,200
40.588055,-73.946724,2000,1,2000,200
40.693794,-73.911629,3000,3,1000,100
40.683949,-73.929535,3495,4,874,87.4
40.664371,-73.952347,3150,3,1050,105
40.663361,-73.990257,2500,2,1250,125
40.71151,-73.956978,4100,3,1367,136.7
40.6814,-73.963051,2650,1,2650,265
40.585522,-73.966858,1550,1,1550,155
40.587532,-73.947815,3500,3,1167,116.7
40.587532,-73.947815,2300,2,1150,115
40.637962,-74.02578,1600,1,1600,160
40.699577,-73.915863,2400,2,1200,120
40.715771,-73.966301,3169,2,1585,158.5
40.715771,-73.966301,2490,1,2490,249
40.715771,-73.966301,2658,1,2658,265.8
40.715771,-73.966301,2658,1,2658,265.8
40.715771,-73.966301,2490,1,2490,249
40.715771,-73.966301,2658,1,2658,265.8
40.670433,-73.942383,3200,3,1067,106.7
40.584557,-73.971474,1795,1,1795,179.5
40.58477,-73.969627,2250,2,1125,112.5
40.586273,-73.955627,2000,2,1000,100
40.58609,-73.956345,2200,2,1100,110
40.58609,-73.956345,1850,1,1850,185
40.662598,-73.990501,2400,1,2400,240
40.688385,-73.990028,4365,1,4365,436.5
40.713318,-73.939308,4450,2,2225,222.5
40.650612,-73.941177,2850,3,950,95
40.714634,-73.958572,4990,2,2495,249.5
40.7258,-73.940285,3450,3,1150,115
40.584202,-73.971405,1455,1,1455,145.5
40.671513,-73.938858,1995,1,1995,199.5
40.698177,-73.936394,3125,4,781,78.1
40.693638,-73.927177,3500,1,3500,350
40.689865,-73.920876,2750,3,917,91.7
40.696289,-73.996193,2800,1,2800,280
40.692448,-73.950607,3250,3,1083,108.3
40.689548,-73.920029,2600,2,1300,130
40.671978,-73.879562,2600,3,867,86.7
40.703972,-73.926239,6300,6,1050,105
40.683716,-73.929359,2300,1,2300,230
40.683716,-73.929359,2775,3,925,92.5
40.683716,-73.929359,2800,3,933,93.3
40.637218,-74.02607,1900,1,1900,190
40.64883,-73.951515,2950,2,1475,147.5
40.64883,-73.951515,2950,2,1475,147.5
40.59507,-73.950966,1600,1,1600,160
40.683281,-73.997131,3900,3,1300,130
40.594353,-73.981575,3199,3,1066,106.6
40.58239,-73.96637,2300,2,1150,115
40.58239,-73.96637,2295,2,1148,114.8
40.614399,-73.946739,1750,1,1750,175
40.614399,-73.946739,1450,1,1450,145
40.586678,-73.936073,3000,3,1000,100
40.661095,-73.991943,2300,2,1150,115
40.680519,-73.913361,2599,4,650,65
40.669983,-73.93689,1800,1,1800,180
40.584194,-73.956123,1650,1,1650,165
40.580765,-73.983711,2100,1,2100,210
40.580765,-73.983711,2100,2,1050,105
40.580708,-73.982979,1750,1,1750,175
40.714832,-73.958107,5200,3,1733,173.3
40.677605,-73.967224,7900,2,3950,395
40.709576,-73.958054,8139,3,2713,271.3
40.709576,-73.958054,7514,2,3757,375.7
40.709576,-73.958054,6200,1,6200,620
40.683533,-73.996384,2600,1,2600,260
40.584049,-73.957672,2100,1,2100,210
40.607788,-73.9151,2800,3,933,93.3
40.607788,-73.9151,2800,3,933,93.3
40.68679,-73.950089,3300,2,1650,165
40.68325,-73.997025,3900,3,1300,130
40.702194,-73.92347,2200,1,2200,220
40.687328,-73.972404,4700,2,2350,235
40.696285,-73.982742,3650,1,3650,365
40.682938,-73.942039,4500,5,900,90
40.682938,-73.942039,4495,5,899,89.9
40.699963,-73.915565,2600,1,2600,260
40.699963,-73.915565,2600,1,2600,260
40.699444,-73.916161,3500,3,1167,116.7
40.690567,-73.965828,3000,1,3000,300
40.5938,-73.951065,2016,1,2016,201.6
40.583511,-73.95697,1895,1,1895,189.5
40.583752,-73.952354,1500,1,1500,150
40.581711,-73.966698,1750,1,1750,175
40.709354,-73.957642,3800,3,1267,126.7
40.665665,-73.987999,2675,2,1338,133.8
40.598114,-73.987846,2350,2,1175,117.5
40.666161,-73.951027,2000,1,2000,200
40.655502,-73.958405,2512,2,1256,125.6
40.575798,-73.994499,2200,2,1100,110
40.585217,-73.935806,2800,2,1400,140
40.68927,-73.952271,3750,5,750,75
40.581398,-73.963776,1500,1,1500,150
40.647053,-73.950661,2800,3,933,93.3
40.647907,-73.950447,2700,3,900,90
40.700787,-73.918823,3495,4,874,87.4
40.584339,-73.942162,2350,1,2350,235
40.578178,-73.984306,2450,2,1225,122.5
40.699799,-73.915276,2520,1,2520,252
40.584774,-73.933357,1650,1,1650,165
40.576092,-74.002312,1850,1,1850,185
40.584282,-73.934784,5500,3,1833,183.3
40.575821,-74.002258,2275,2,1138,113.8
40.575821,-74.002258,2575,3,858,85.8
40.577885,-73.983162,1900,1,1900,190
40.577885,-73.983162,2400,2,1200,120
40.659573,-73.951286,2150,1,2150,215
40.57761,-73.985291,2050,1,2050,205
40.688705,-73.952972,6400,2,3200,320
40.574581,-73.953819,2250,1,2250,225
40.574581,-73.953819,1850,1,1850,185
40.574581,-73.953819,1875,1,1875,187.5
40.660534,-73.991608,2495,2,1248,124.8
40.603615,-74.012184,3300,3,1100,110
40.681244,-73.917694,2399,3,800,80
40.700352,-73.938377,3600,4,900,90
40.678944,-73.943748,2725,3,908,90.8
40.678593,-73.878059,2650,3,883,88.3
40.706867,-73.949532,3200,1,3200,320
40.644444,-73.98172,2099,2,1050,105
40.689583,-73.968391,3700,2,1850,185
40.713661,-73.93895,3795,4,949,94.9
40.64975,-73.924667,1550,1,1550,155
40.641125,-73.949371,1495,1,1495,149.5
40.648251,-73.950027,2625,3,875,87.5
40.687466,-73.96019,6250,2,3125,312.5
40.714706,-73.957787,4400,2,2200,220
40.69371,-73.939606,2000,1,2000,200
40.580902,-73.962395,1900,3,633,63.3
40.577927,-73.971962,2700,2,1350,135
40.683395,-73.94458,3500,2,1750,175
40.632965,-73.970009,1400,1,1400,140
40.661312,-73.99015,2499,1,2499,249.9
40.683784,-73.994659,6500,4,1625,162.5
40.580685,-73.975853,2450,2,1225,122.5
40.580685,-73.975853,1875,1,1875,187.5
40.6712,-73.87941,2150,2,1075,107.5
40.588718,-73.949745,1575,1,1575,157.5
40.663986,-73.986572,3000,2,1500,150
40.69286,-73.90506,2436,3,812,81.2
40.68441,-73.883636,2650,4,663,66.3
40.705425,-73.937798,4200,1,4200,420
40.695374,-73.997246,2150,1,2150,215
40.70303,-73.990768,7200,2,3600,360
40.703472,-73.989685,3995,1,3995,399.5
40.68631,-73.978302,2890,1,2890,289
40.68631,-73.978302,3988,1,3988,398.8
40.68631,-73.978302,4093,1,4093,409.3
40.68631,-73.978302,6356,2,3178,317.8
40.68631,-73.978302,3990,1,3990,399
40.641773,-73.974457,1700,1,1700,170
40.702408,-73.918396,2400,1,2400,240
40.575851,-73.963684,1925,1,1925,192.5
40.665012,-73.951332,2700,1,2700,270
40.681038,-73.91291,2100,1,2100,210
40.578964,-73.963135,2195,1,2195,219.5
40.701111,-73.911278,2300,1,2300,230
40.578594,-73.962822,2200,2,1100,110
40.583729,-73.93763,2160,1,2160,216
40.65567,-73.949577,2275,2,1138,113.8
40.65567,-73.949577,2275,2,1138,113.8
40.65554,-73.9496,2275,2,1138,113.8
40.65554,-73.9496,2275,2,1138,113.8
40.57761,-73.964706,1799,1,1799,179.9
40.57761,-73.964706,1799,1,1799,179.9
40.57761,-73.964706,1850,1,1850,185
40.57761,-73.964706,1799,1,1799,179.9
40.688793,-73.952225,4749,2,2375,237.5
40.688793,-73.952225,15990,5,3198,319.8
40.660255,-73.918091,2100,2,1050,105
40.691486,-73.942169,2800,3,933,93.3
40.662197,-73.951035,1800,1,1800,180
40.695084,-73.983063,4595,1,4595,459.5
40.71336,-73.944458,3400,1,3400,340
40.66016,-73.91851,1800,2,900,90
40.68956,-73.965752,4560,2,2280,228
40.584164,-73.946213,2850,3,950,95
40.701828,-73.941704,4295,3,1432,143.2
40.715637,-73.953377,3799,1,3799,379.9
40.653828,-73.949051,1800,1,1800,180
40.688156,-73.982307,5920,2,2960,296
40.688156,-73.982307,6400,2,3200,320
40.688156,-73.982307,3675,1,3675,367.5
40.688156,-73.982307,4600,2,2300,230
40.688156,-73.982307,3940,1,3940,394
40.700935,-73.91098,4201,4,1050,105
40.700935,-73.91098,3200,3,1067,106.7
40.700935,-73.91098,2700,2,1350,135
40.576019,-73.965073,2450,2,1225,122.5
40.575729,-73.968475,3600,2,1800,180
40.575729,-73.968475,3500,3,1167,116.7
40.575886,-73.963326,3000,3,1000,100
40.682384,-73.933853,8000,4,2000,200
40.678116,-73.964722,3400,1,3400,340
40.575283,-73.962814,2200,2,1100,110
40.626453,-74.02919,1450,1,1450,145
40.619537,-74.031975,2799,2,1400,140
40.641651,-73.973038,1725,1,1725,172.5
40.641628,-73.973167,1725,1,1725,172.5
40.7332,-73.951752,2350,1,2350,235
40.669205,-73.985725,2000,1,2000,200
40.606583,-73.943382,2350,2,1175,117.5
40.658089,-73.922455,2000,2,1000,100
40.66164,-73.988907,3999,2,2000,200
40.605377,-74.016632,2600,3,867,86.7
40.696888,-73.970848,5900,3,1967,196.7
40.625996,-74.029251,2800,2,1400,140
40.68082,-73.928337,2700,3,900,90
40.693855,-73.938324,4800,3,1600,160
40.684395,-73.948891,2400,1,2400,240
40.684395,-73.948891,3495,4,874,87.4
40.708752,-73.955841,4399,2,2200,220
40.631447,-73.945282,1725,1,1725,172.5
40.645508,-73.946579,1750,1,1750,175
40.649323,-73.946823,1699,1,1699,169.9
40.665932,-73.986229,3800,2,1900,190
40.693863,-73.938255,2900,3,967,96.7
40.643841,-74.017746,2395,2,1198,119.8
40.683254,-73.994568,7300,3,2433,243.3
40.665333,-73.95401,2200,2,1100,110
40.688618,-73.963509,3300,1,3300,330
40.688618,-73.963509,2995,1,2995,299.5
40.684422,-73.948685,4000,4,1000,100
40.70322,-73.918312,2290,1,2290,229
40.71323,-73.96241,5400,2,2700,270
40.679657,-73.990005,4300,2,2150,215
40.65041,-73.977921,2500,2,1250,125
40.6343,-74.025696,1850,2,925,92.5
40.628853,-74.02784,2200,2,1100,110
40.618572,-74.031914,1675,1,1675,167.5
40.618572,-74.031914,1950,2,975,97.5
40.685814,-73.954086,2850,1,2850,285
40.684433,-73.935066,2495,2,1248,124.8
40.708965,-73.954453,2700,2,1350,135
40.682178,-73.99469,5250,4,1313,131.3
40.681309,-73.992783,4445,3,1482,148.2
40.688644,-73.983459,2800,1,2800,280
40.688644,-73.983459,2895,1,2895,289.5
40.688644,-73.983459,5960,2,2980,298
40.688644,-73.983459,3850,1,3850,385
40.688644,-73.983459,3025,1,3025,302.5
40.688644,-73.983459,3730,1,3730,373
40.688644,-73.983459,4450,1,4450,445
40.649426,-73.973831,4272,2,2136,213.6
40.649426,-73.973831,3410,1,3410,341
40.643639,-73.981743,4250,4,1063,106.3
40.652473,-73.963997,2250,1,2250,225
40.660835,-73.961807,3100,1,3100,310
40.697868,-73.959885,2875,1,2875,287.5
40.697868,-73.959885,3000,2,1500,150
40.684109,-73.914452,2399,2,1200,120
40.64835,-73.96833,2250,2,1125,112.5
40.643848,-73.956825,1950,2,975,97.5
40.604023,-73.942337,1850,1,1850,185
40.642235,-73.950859,2156,1,2156,215.6
40.631519,-73.943687,1425,1,1425,142.5
40.661358,-73.988434,2750,2,1375,137.5
40.688099,-73.987411,4500,2,2250,225
40.687202,-73.981133,3388,1,3388,338.8
40.687202,-73.981133,4395,1,4395,439.5
40.687202,-73.981133,3388,1,3388,338.8
40.687202,-73.981133,6020,2,3010,301
40.687202,-73.981133,4334,1,4334,433.4
40.687202,-73.981133,4098,1,4098,409.8
40.681377,-73.918961,2800,4,700,70
40.659245,-73.949532,4599,5,920,92
40.583172,-73.960464,2000,1,2000,200
40.661255,-73.988304,2499,2,1250,125
40.679726,-73.992157,3400,1,3400,340
40.681416,-73.993813,2300,1,2300,230
40.721123,-73.956337,3450,1,3450,345
40.697994,-73.935074,4000,4,1000,100
40.720581,-73.962456,6295,2,3148,314.8
40.627316,-74.028091,2000,2,1000,100
40.66848,-73.985489,2000,1,2000,200
40.694851,-73.925285,2350,1,2350,235
40.694851,-73.925285,2600,1,2600,260
40.694851,-73.925285,2350,1,2350,235
40.694851,-73.925285,3950,3,1317,131.7
40.694851,-73.925285,2600,1,2600,260
40.698002,-73.913094,4000,4,1000,100
40.68116,-73.915489,2300,2,1150,115
40.636757,-73.944008,2400,2,1200,120
40.609112,-73.932777,1950,3,650,65
40.636765,-73.943893,2150,1,2150,215
40.636765,-73.943893,3500,4,875,87.5
40.620529,-73.941551,1620,1,1620,162
40.698196,-73.912933,3999,4,1000,100
40.636276,-73.943802,2400,2,1200,120
40.636276,-73.943802,2450,2,1225,122.5
40.636772,-73.943787,2399,2,1200,120
40.63686,-73.943604,2500,2,1250,125
40.63686,-73.943604,3170,2,1585,158.5
40.63686,-73.943604,2499,2,1250,125
40.668427,-73.985374,4550,3,1517,151.7
40.682648,-73.980637,6000,3,2000,200
40.682648,-73.980637,3600,2,1800,180
40.693718,-73.905846,3150,2,1575,157.5
40.659256,-73.949356,4600,5,920,92
40.659256,-73.949356,4599,5,920,92
40.634544,-73.943176,2150,1,2150,215
40.634544,-73.943176,3000,3,1000,100
40.634544,-73.943176,2875,2,1438,143.8
40.634544,-73.943176,2200,1,2200,220
40.636772,-73.943428,2650,2,1325,132.5
40.693508,-73.905586,3100,3,1033,103.3
40.640736,-73.972984,2250,1,2250,225
40.676167,-73.881599,2900,2,1450,145
40.693928,-73.906349,2950,1,2950,295
40.693928,-73.906349,2250,1,2250,225
40.659939,-73.989113,2900,2,1450,145
40.650562,-74.009842,2750,3,917,91.7
40.711823,-73.964531,4800,1,4800,480
40.707401,-73.948402,6225,4,1556,155.6
40.698006,-73.912582,4000,4,1000,100
40.660812,-73.948898,2100,2,1050,105
40.68449,-73.910934,3099,4,775,77.5
40.693169,-73.930824,3700,3,1233,123.3
40.698696,-73.994499,8600,3,2867,286.7
40.653362,-73.975121,4500,2,2250,225
40.632626,-74.025391,2600,2,1300,130
40.661144,-73.949051,2350,3,783,78.3
40.650871,-73.944099,1750,1,1750,175
40.684986,-73.938736,1900,3,633,63.3
40.734547,-73.951988,3000,2,1500,150
40.695221,-73.906715,2425,2,1213,121.3
40.653957,-73.961548,2350,2,1175,117.5
40.708736,-73.953636,3200,2,1600,160
40.666237,-73.936676,2895,3,965,96.5
40.640022,-74.020599,2150,3,717,71.7
40.681213,-73.881493,1800,1,1800,180
40.681213,-73.881493,1800,2,900,90
40.669949,-73.877563,1650,1,1650,165
40.70871,-73.953568,3200,2,1600,160
40.686783,-73.957047,2899,3,966,96.6
40.578854,-74.001991,1500,1,1500,150
40.686714,-73.970268,3300,1,3300,330
40.686714,-73.970268,2600,1,2600,260
40.686714,-73.970268,5500,2,2750,275
40.698143,-73.912041,3200,3,1067,106.7
40.690723,-73.921669,4700,5,940,94
40.690796,-73.921799,3000,3,1000,100
40.627602,-73.940979,1550,1,1550,155
40.624084,-74.028717,2500,3,833,83.3
40.616795,-74.032227,1660,1,1660,166
40.652954,-73.929214,2399,3,800,80
40.623672,-74.028885,2400,2,1200,120
40.668159,-73.982964,3800,2,1900,190
40.681171,-73.868355,3000,3,1000,100
40.631481,-74.025627,2200,2,1100,110
40.677456,-73.990334,6350,2,3175,317.5
40.677456,-73.990334,3179,1,3179,317.9
40.677456,-73.990334,3350,1,3350,335
40.677456,-73.990334,4000,1,4000,400
40.677456,-73.990334,4436,1,4436,443.6
40.692474,-73.985069,8250,3,2750,275
40.686546,-73.943237,2050,1,2050,205
40.58585,-73.939873,2500,3,833,83.3
40.585079,-73.939705,2200,2,1100,110
40.585079,-73.939705,2500,3,833,83.3
40.614647,-74.032463,1775,1,1775,177.5
40.703117,-73.916527,3900,3,1300,130
40.645412,-73.95874,1950,1,1950,195
40.6852,-73.950394,2150,1,2150,215
40.675419,-73.965805,3000,1,3000,300
40.602734,-73.997467,1675,1,1675,167.5
40.579769,-74.004204,2250,2,1125,112.5
40.697548,-73.911499,3500,4,875,87.5
40.622185,-73.938583,2495,2,1248,124.8
40.662193,-73.949036,3199,3,1066,106.6
40.665215,-73.952393,2900,2,1450,145
40.687099,-73.986,3250,1,3250,325
40.717361,-73.9468,3700,2,1850,185
40.66568,-73.95179,2870,3,957,95.7
40.701447,-73.917,3000,3,1000,100
40.682522,-73.935257,4550,5,910,91
40.698048,-73.93502,3150,2,1575,157.5
40.696751,-73.970818,5995,4,1499,149.9
40.693935,-73.918358,2600,2,1300,130
40.700447,-73.91349,2400,1,2400,240
40.669655,-73.876167,2750,3,917,91.7
40.707985,-73.952835,3700,3,1233,123.3
40.62228,-73.938004,2099,3,700,70
40.717716,-73.944908,3150,2,1575,157.5
40.649361,-73.926506,2500,3,833,83.3
40.641876,-73.978401,2200,3,733,73.3
40.641716,-73.961411,2800,2,1400,140
40.685837,-73.942894,4350,2,2175,217.5
40.71209,-73.951614,4195,1,4195,419.5
40.668003,-73.983261,3500,1,3500,350
40.640297,-73.964912,2700,2,1350,135
40.665325,-73.983147,3995,2,1998,199.8
40.69165,-73.985733,3000,1,3000,300
40.659126,-73.91555,2659,3,886,88.6
40.686272,-73.913864,2750,3,917,91.7
40.682945,-73.907761,2700,3,900,90
40.698326,-73.932693,2283,1,2283,228.3
40.645569,-73.970245,2100,2,1050,105
40.640526,-73.964577,2200,3,733,73.3
40.640526,-73.964577,1800,1,1800,180
40.640526,-73.964577,1500,1,1500,150
40.684719,-73.989708,3800,2,1900,190
40.640392,-73.986176,1950,1,1950,195
40.588493,-73.939255,1900,1,1900,190
40.588493,-73.939255,1925,1,1925,192.5
40.65897,-73.949471,4750,4,1188,118.8
40.668682,-73.876266,2599,3,866,86.6
40.643543,-73.939514,2400,2,1200,120
40.642532,-73.976585,1795,1,1795,179.5
40.64735,-73.945076,2300,2,1150,115
40.662491,-73.983467,2150,1,2150,215
40.681915,-73.927338,2200,2,1100,110
40.707653,-73.952682,2899,2,1450,145
40.683701,-73.944275,2489,2,1245,124.5
40.705086,-73.91642,4000,4,1000,100
40.682858,-73.977936,6500,3,2167,216.7
40.575382,-73.967255,1800,1,1800,180
40.682613,-73.907379,2650,3,883,88.3
40.680878,-73.949348,2600,1,2600,260
40.71838,-73.963341,5200,1,5200,520
40.71838,-73.963341,5850,2,2925,292.5
40.582413,-73.954292,2095,1,2095,209.5
40.63937,-73.966255,1750,1,1750,175
40.63937,-73.966255,2175,1,2175,217.5
40.638622,-73.985184,1599,1,1599,159.9
40.613651,-74.032501,1600,1,1600,160
40.644333,-73.976341,2500,2,1250,125
40.661545,-73.982529,2950,2,1475,147.5
40.705746,-73.916939,2600,1,2600,260
40.635803,-74.035637,2875,3,958,95.8
40.619431,-74.037048,3000,3,1000,100
40.715633,-73.95015,8250,5,1650,165
40.715633,-73.95015,5000,3,1667,166.7
40.715633,-73.95015,9250,6,1542,154.2
40.696629,-73.9702,5995,3,1998,199.8
40.657028,-73.918816,1650,1,1650,165
40.685486,-73.94191,7500,4,1875,187.5
40.683002,-73.944153,3549,3,1183,118.3
40.683002,-73.944153,3549,3,1183,118.3
40.683002,-73.944153,3549,3,1183,118.3
40.646206,-73.998917,2550,2,1275,127.5
40.640491,-73.950104,2499,2,1250,125
40.705711,-73.919823,4300,3,1433,143.3
40.705711,-73.919823,4700,4,1175,117.5
40.705711,-73.919823,4700,3,1567,156.7
40.686153,-73.984306,3200,1,3200,320
40.667225,-73.894318,2500,3,833,83.3
40.706684,-73.953697,2500,3,833,83.3
40.691967,-73.937683,3000,2,1500,150
40.640907,-73.962112,1750,1,1750,175
40.691078,-73.988785,5663,2,2832,283.2
40.691078,-73.988785,3341,1,3341,334.1
40.705975,-73.920265,5000,3,1667,166.7
40.705975,-73.920265,4000,3,1333,133.3
40.675266,-74.015022,2800,1,2800,280
40.686108,-73.949516,3799,2,1900,190
40.686108,-73.949516,3799,2,1900,190
40.711864,-73.953712,4200,2,2100,210
40.684093,-73.940987,2000,1,2000,200
40.704895,-73.926506,3600,4,900,90
40.686497,-73.95018,2400,2,1200,120
40.684254,-73.881218,2650,3,883,88.3
40.707329,-73.948784,4100,2,2050,205
40.686115,-73.949547,4200,1,4200,420
40.686115,-73.949547,4200,1,4200,420
40.709679,-73.969162,7095,2,3548,354.8
40.709679,-73.969162,3800,1,3800,380
40.709679,-73.969162,7095,2,3548,354.8
40.709679,-73.969162,4034,1,4034,403.4
40.709679,-73.969162,6471,2,3236,323.6
40.669167,-73.889694,2750,3,917,91.7
40.638554,-73.967049,2900,3,967,96.7
40.656368,-73.919792,1949,1,1949,194.9
40.656368,-73.919792,2349,2,1175,117.5
40.610611,-74.028503,3750,3,1250,125
40.629833,-73.935158,2995,3,998,99.8
40.645348,-74.012688,1950,2,975,97.5
40.619293,-73.933701,1700,1,1700,170
40.641171,-74.016937,2600,4,650,65
40.709328,-73.964645,4843,1,4843,484.3
40.668041,-73.857368,1850,2,925,92.5
40.657185,-73.916725,1499,1,1499,149.9
40.684032,-73.938995,2950,2,1475,147.5
40.675034,-73.963913,5000,2,2500,250
40.624405,-74.026855,3200,4,800,80
40.68145,-73.977554,2131,1,2131,213.1
40.682648,-73.944046,2335,1,2335,233.5
40.641544,-73.957703,1550,1,1550,155
40.647228,-74.010361,2600,4,650,65
40.70969,-73.968315,14000,3,4667,466.7
40.703335,-73.912262,3900,4,975,97.5
40.696732,-73.974236,3000,2,1500,150
40.696571,-73.970192,5995,4,1499,149.9
40.690792,-73.98378,3400,1,3400,340
40.661949,-73.953346,2100,1,2100,210
40.69072,-73.983589,3974,2,1987,198.7
40.661076,-73.981255,4250,2,2125,212.5
40.628254,-74.024773,1750,1,1750,175
40.68235,-73.943573,2700,2,1350,135
40.675224,-73.967613,3650,2,1825,182.5
40.692657,-73.998947,2450,1,2450,245
40.702629,-73.929611,3500,4,875,87.5
40.702629,-73.929611,3500,4,875,87.5
40.709229,-73.969292,5500,2,2750,275
40.709229,-73.969292,6750,3,2250,225
40.650013,-73.935692,2300,2,1150,115
40.651367,-73.935699,1549,1,1549,154.9
40.637787,-73.972366,1590,1,1590,159
40.682297,-73.925064,2375,1,2375,237.5
40.682297,-73.925064,2300,1,2300,230
40.709095,-73.968651,12000,3,4000,400
40.673557,-73.9636,3650,3,1217,121.7
40.680134,-73.865295,2800,3,933,93.3
40.640903,-73.957527,1699,1,1699,169.9
40.68338,-74.00399,3200,2,1600,160
40.689205,-73.985634,3080,1,3080,308
40.689205,-73.985634,2913,1,2913,291.3
40.689205,-73.985634,5237,2,2619,261.9
40.689205,-73.985634,4522,1,4522,452.2
40.689205,-73.985634,2982,1,2982,298.2
40.689205,-73.985634,4538,1,4538,453.8
40.683044,-73.960396,3200,2,1600,160
40.696518,-73.970177,5999,3,2000,200
40.645496,-74.011429,2200,2,1100,110
40.67194,-73.883163,2665,3,888,88.8
40.660206,-73.945816,2800,3,933,93.3
40.671925,-73.882675,2217,2,1109,110.9
40.688442,-73.952805,2150,1,2150,215
40.634052,-74.021729,2500,2,1250,125
40.712685,-73.952599,3795,3,1265,126.5
40.627953,-73.901413,2995,4,749,74.9
40.683811,-74.004478,5900,3,1967,196.7
40.711018,-73.952515,4000,1,4000,400
40.641899,-73.999718,1695,1,1695,169.5
40.576637,-74.010857,2295,2,1148,114.8
40.589336,-73.944321,4000,3,1333,133.3
40.662399,-73.985008,2500,1,2500,250
40.649521,-74.006599,2500,1,2500,250
40.691269,-73.927727,3150,2,1575,157.5
40.685112,-73.942665,3150,2,1575,157.5
40.659542,-73.982407,3450,2,1725,172.5
40.673214,-73.884377,2500,2,1250,125
40.694031,-73.932251,2600,2,1300,130
40.692795,-73.912315,2399,2,1200,120
40.662323,-73.985069,4500,1,4500,450
40.712902,-73.952423,11500,3,3833,383.3
40.642204,-74.014114,2200,2,1100,110
40.675591,-73.962135,4000,4,1000,100
40.688087,-73.962418,2800,2,1400,140
40.70528,-73.930901,3450,1,3450,345
40.696465,-73.970169,5999,3,2000,200
40.630505,-74.022934,1950,2,975,97.5
40.681553,-73.975121,3825,1,3825,382.5
40.69175,-73.913574,2100,1,2100,210
40.69175,-73.913574,2100,1,2100,210
40.691509,-73.91729,2500,1,2500,250
40.631741,-74.022408,2100,2,1050,105
40.718437,-73.943031,4400,4,1100,110
40.675022,-73.997894,4950,3,1650,165
40.681915,-73.961823,6700,2,3350,335
40.681915,-73.961823,6000,1,6000,600
40.681881,-73.961617,5500,2,2750,275
40.681915,-73.961823,5500,2,2750,275
40.681915,-73.961823,5650,2,2825,282.5
40.681915,-73.961823,9000,3,3000,300
40.68581,-73.93911,2500,1,2500,250
40.683105,-73.968849,3484,1,3484,348.4
40.683105,-73.968849,5435,1,5435,543.5
40.683105,-73.968849,6382,2,3191,319.1
40.683105,-73.968849,6788,2,3394,339.4
40.683105,-73.968849,5155,1,5155,515.5
40.683029,-73.968834,3983,1,3983,398.3
40.683105,-73.968849,5460,1,5460,546
40.683029,-73.968834,5470,1,5470,547
40.683105,-73.968849,5090,1,5090,509
40.638309,-73.97036,2100,1,2100,210
40.655281,-73.918579,2450,3,817,81.7
40.68882,-73.943039,2100,1,2100,210
40.693935,-73.950653,2850,2,1425,142.5
40.585674,-73.944473,1775,1,1775,177.5
40.621777,-74.026337,1500,1,1500,150
40.660965,-73.94487,2000,1,2000,200
40.660965,-73.94487,2450,2,1225,122.5
40.68853,-73.916992,2000,1,2000,200
40.68853,-73.916992,1850,1,1850,185
40.682072,-73.91288,2995,4,749,74.9
40.682072,-73.91288,3595,3,1198,119.8
40.657944,-73.912888,1675,1,1675,167.5
40.671421,-73.920074,3100,3,1033,103.3
40.684338,-73.936378,2890,2,1445,144.5
40.645672,-74.009369,1699,1,1699,169.9
40.647079,-74.011436,1725,1,1725,172.5
40.683208,-73.926643,2500,1,2500,250
40.665524,-73.893883,1900,1,1900,190
