lat,lon,price,beds,price_per_bed,price_per_bed_scale,borough,5_digit_zip,pets,parking,ac,nearest_station,distance_between
40.759701,-73.987503,9990000,4,2497500,249750,Manhattan,10065,No,None,No,50th St,0.3319832396
40.78878,-73.781769,1530000,7,218571,21857.1,Queens,11360,No,No info,No,Flushing-Main St,5.2003038626
40.724892,-73.893158,1100000,4,275000,27500,Queens,11378,No,No info,No,Metropolitan Av,5.0909774613
40.746407,-73.779282,1050000,5,210000,21000,Queens,11358,Dogs & Cats,None,No,Jamaica-179th St,3.7734509784
40.713799,-73.880783,1029000,5,205800,20580,Queens,11379,No,No info,Heating only,Metropolitan Av,5.954443471
40.756233,-73.796715,978888,3,326296,32629.6,Queens,11355,Dogs & Cats,None,No,Flushing-Main St,2.8309006686
40.721317,-73.81218,848000,3,282667,28266.7,Queens,11367,No,Garage,Heating only,Briarwood-Van Wyck Blvd,1.5238581907
40.705772,-73.813171,749918,3,249973,24997.3,Queens,11432,No,None,Heating & Cooling,Sutphin Blvd,0.210493736
40.765442,-73.979088,150000,4,37500,3750,Manhattan,10019,Dogs & Cats,Garage,Heating & Cooling,57th St,0.2138885943
40.766415,-73.971046,120000,3,40000,4000,Brooklyn,11209,No,None,No,5th Av,0.2633697151
40.632763,-74.116478,100000,2,50000,5000,Staten Island,10310,Cats allowed,None,No,95th St,7.4440655789
40.760807,-73.977364,100000,5,20000,2000,Manhattan,10034,Dogs allowed,None,No,5th Av-53rd St,0.1937800596
40.741608,-73.990356,70000,4,17500,1750,Manhattan,10001,Dogs & Cats,Garage,Cooling only,23rd St,0.2511353567
40.761501,-73.971794,70000,4,17500,1750,Manhattan,10018,Dogs & Cats,None,Cooling only,5th Av,0.3906045432
40.721256,-73.99588,60000,3,20000,2000,Manhattan,10023,Dogs allowed,None,No,Spring St,0.8626420173
40.766514,-73.970978,60000,3,20000,2000,Manhattan,10033,No,None,No,5th Av,0.2750706641
40.766163,-73.981133,55000,3,18333,1833.3,Manhattan,10019,Dogs & Cats,None,No,57th St,0.3944157307
40.77282,-73.963219,55000,6,9167,916.7,Manhattan,10002,No,None,No,77th St,16.7537289338
40.780308,-73.986923,50000,4,12500,1250,Manhattan,10069,Dogs & Cats,Garage,No,72nd St,1.0287678282
40.765442,-73.979088,47500,4,11875,1187.5,Manhattan,10019,Dogs & Cats,None,Cooling only,57th St,0.2138885943
40.726124,-74.000229,45000,3,15000,1500,Manhattan,10019,Dogs & Cats,None,No,Prince St,0.2918640257
40.768471,-73.983093,42500,4,10625,1062.5,Manhattan,10019,Dogs & Cats,Garage,Cooling only,59th St-Columbus Circle,0.1011401831
40.724262,-73.997963,42500,4,10625,1062.5,Manhattan,10031,Dogs & Cats,None,No,Prince St,0.0232219191
40.776714,-73.962341,42000,5,8400,840,Manhattan,10026,Dogs & Cats,None,No,77th St,17.1881788338
40.769859,-73.981392,40000,2,20000,2000,Manhattan,10005,Dogs allowed,None,Cooling only,59th St,14.6155238505
40.747578,-74.007301,40000,3,13333,1333.3,Manhattan,10032,Dogs & Cats,None,No,14th St,1.3979041357
40.754864,-73.965889,39985,4,9996,999.6,Manhattan,10022,Dogs allowed,Garage,Heating & Cooling,Lexington Av-53rd St,0.4005616448
40.742043,-73.997826,39900,4,9975,997.5,Manhattan,10039,No,None,No,18th St,0.1115929599
40.77565,-73.963242,35000,4,8750,875,Manhattan,10003,Dogs & Cats,Garage,No,77th St,17.0522084153
40.777374,-73.95974,35000,4,8750,875,Manhattan,10032,Dogs & Cats,None,No,77th St,17.3268691969
40.765442,-73.979088,35000,2,17500,1750,Manhattan,10025,No,None,No,57th St,0.2138885943
40.772198,-73.990898,35000,4,8750,875,Manhattan,10003,No,None,No,66th St-Lincoln Center,0.7446067196
40.72538,-73.979576,33000,4,8250,825,Manhattan,10014,No,None,Cooling only,1st Av,0.643360986
40.719257,-74.000381,33000,1,33000,3300,Manhattan,10010,No,None,No,Canal St,0.4441702715
40.743023,-73.986626,32500,3,10833,1083.3,Manhattan,10010,No,None,No,28th St,0.325205197
40.691574,-73.98877,30000,4,7500,750,Brooklyn,11201,Dogs & Cats,Garage,Cooling only,Borough Hall,0.2101838339
40.779247,-73.958473,30000,4,7500,750,Manhattan,10025,Dogs allowed,None,No,86th St,18.3795748783
40.733833,-73.99202,30000,2,15000,1500,Manhattan,10027,No,None,No,Union Square,0.2444247847
40.725952,-73.995216,29750,3,9917,991.7,Manhattan,10012,No,None,Heating & Cooling,Bleecker St,0.0471171832
40.770767,-73.981575,28000,4,7000,700,Manhattan,10023,Dogs & Cats,None,Heating only,59th St,14.7110219892
40.734104,-74.009705,27500,3,9167,916.7,Manhattan,10027,Dogs & Cats,None,No,Christopher St,0.577867408
40.768471,-73.983093,27500,3,9167,916.7,Manhattan,10002,Dogs & Cats,None,No,59th St-Columbus Circle,0.1011401831
40.719807,-73.997719,25000,5,5000,500,Manhattan,10023,Dogs & Cats,Garage,Cooling only,Spring St,0.8757743424
40.74371,-74.003029,25000,3,8333,833.3,Manhattan,10025,No,None,Cooling only,14th St,0.8376843028
40.756371,-73.982193,25000,5,5000,500,Manhattan,10036,No,None,Cooling only,47-50th Sts Rockefeller Center,0.2650450705
40.632763,-74.116478,25000,1,25000,2500,Staten Island,10310,Cats allowed,None,No,95th St,7.4440655789
40.774509,-73.96447,25000,2,12500,1250,Manhattan,10021,No,None,No,77th St,16.8997487325
40.725548,-74.008301,25000,2,12500,1250,Manhattan,10012,No,None,No,Canal St,0.5856140474
40.762989,-73.96994,24950,3,8317,831.7,Manhattan,10128,Dogs & Cats,None,No,59th St,14.1152096208
40.737267,-73.991234,24950,3,8317,831.7,Manhattan,10029,No,None,No,Union Square,0.1792489549
40.712254,-73.948822,24949,5,4990,499,Brooklyn,11211,No,None,No,Lorimer St,0.9399565386
40.776089,-73.960693,24500,3,8167,816.7,Manhattan,10006,No,Garage,No,77th St,17.1658345707
40.756371,-73.982193,24000,4,6000,600,Manhattan,10033,Dogs & Cats,None,No,47-50th Sts Rockefeller Center,0.2650450705
40.707123,-74.016678,23999,5,4800,480,Manhattan,10013,Dogs & Cats,None,Heating & Cooling,Rector St,0.2814036289
40.726082,-73.995224,23833,3,7944,794.4,Manhattan,10002,Dogs & Cats,None,Cooling only,Bleecker St,0.0511044742
40.786282,-73.955406,23000,5,4600,460,Manhattan,10029,Dogs & Cats,None,No,96th St,0.9837875281
40.714958,-74.007256,22500,3,7500,750,Manhattan,10034,No,None,No,Chambers St,0.1463447249
40.753544,-73.965904,22000,4,5500,550,Manhattan,10044,Dogs & Cats,None,Cooling only,Lexington Av-53rd St,0.5187132894
40.785515,-73.952698,22000,5,4400,440,Manhattan,10029,Dogs & Cats,None,No,96th St,1.2188368435
40.786114,-73.980278,22000,5,4400,440,Manhattan,10019,No,None,No,79th St,0.2443029439
40.768471,-73.983093,21950,2,10975,1097.5,Manhattan,10023,Dogs & Cats,Garage,Cooling only,59th St-Columbus Circle,0.1011401831
40.749062,-74.003708,21000,3,7000,700,Manhattan,10011,Dogs & Cats,None,Cooling only,23rd St,1.1462960436
40.761559,-73.968163,21000,2,10500,1050,Manhattan,10016,Dogs & Cats,Garage,No,59th St,14.0070352716
40.727173,-74.008102,21000,3,7000,700,Manhattan,10014,Dogs & Cats,None,No,Houston St,0.2597751735
40.77726,-73.96315,20900,2,10450,1045,Manhattan,10040,No,None,No,77th St,17.2249736075
40.716434,-74.003342,20150,3,6717,671.7,Manhattan,10013,Dogs & Cats,Garage,No,Chambers St,0.5118458403
40.722275,-74.010208,20000,3,6667,666.7,Manhattan,10027,Dogs & Cats,None,No,Canal St,0.4495483987
40.779598,-73.985504,20000,7,2857,285.7,Manhattan,10019,Dogs & Cats,None,No,72nd St,0.8857638575
40.715408,-74.012589,20000,2,10000,1000,Manhattan,10022,Dogs allowed,None,No,Chambers St,0.3669905895
40.771439,-73.94783,20000,3,6667,666.7,Manhattan,10016,Dogs allowed,None,No,86th St,17.8807571876
40.772919,-73.992958,20000,3,6667,666.7,Manhattan,10014,No,None,No,66th St-Lincoln Center,0.9070039577
40.710457,-73.991234,19995,3,6665,666.5,Manhattan,10002,Dogs & Cats,None,Cooling only,East Broadway,0.3731473401
40.782539,-73.975372,19500,5,3900,390,Manhattan,10019,Dogs & Cats,Garage,Cooling only,81st St - Museum of Natural History,0.2983934516
40.797253,-73.950089,19500,3,6500,650,Manhattan,10019,Dogs & Cats,None,Cooling only,110th St-Central Park North,0.2496515139
40.715408,-74.012589,19500,3,6500,650,Manhattan,10007,Dogs & Cats,None,Cooling only,Chambers St,0.3669905895
40.775246,-73.95015,19500,4,4875,487.5,Manhattan,10028,Dogs & Cats,Garage,No,86th St,18.2011895211
40.73579,-73.999939,19500,2,9750,975,Manhattan,10034,Dogs & Cats,None,No,14th St,0.4150363633
40.766968,-73.983994,19500,4,4875,487.5,Manhattan,10014,Dogs & Cats,None,No,59th St-Columbus Circle,0.2246523825
40.76543,-73.977058,19500,3,6500,650,Manhattan,10011,No,None,No,57th St,0.1654494558
40.782425,-73.950462,19000,3,6333,633.3,Manhattan,10065,Dogs & Cats,Garage,Cooling only,96th St,1.5773353608
40.765984,-73.97068,19000,3,6333,633.3,Manhattan,10035,Dogs & Cats,None,No,5th Av,0.2597337973
40.764668,-73.967674,19000,5,3800,380,Manhattan,10016,No,None,No,Lexington Av,0.1317971051
40.734322,-74.003822,18975,6,3163,316.3,Manhattan,10012,Dogs allowed,None,No,Christopher St,0.1263798854
40.716434,-74.003342,18800,3,6267,626.7,Manhattan,10029,Dogs & Cats,None,No,Chambers St,0.5118458403
40.751759,-74.002167,18500,2,9250,925,Manhattan,10001,Dogs & Cats,Garage,Cooling only,34 St Hudson Yards,0.4589674841
40.7747,-73.96492,18500,2,9250,925,Manhattan,10028,Dogs & Cats,None,Cooling only,77th St,16.9084800663
40.766163,-73.981133,18500,1,18500,1850,Manhattan,10002,Dogs & Cats,None,No,57th St,0.3944157307
40.77169,-73.955818,18500,5,3700,370,Manhattan,10022,Dogs & Cats,None,No,77th St,16.8418297062
40.765408,-73.982231,18000,3,6000,600,Manhattan,10019,Dogs & Cats,None,Cooling only,57th St,0.4331551534
40.761723,-73.97834,18000,2,9000,900,Manhattan,10007,Dogs & Cats,None,No,57th St,0.2610693767
40.741108,-73.995621,18000,3,6000,600,Manhattan,10034,Dogs & Cats,None,No,18th St,0.1897102775
40.768471,-73.983093,18000,2,9000,900,Manhattan,10012,No,None,No,59th St-Columbus Circle,0.1011401831
40.765739,-73.96125,18000,3,6000,600,Manhattan,10022,No,None,No,68th St-Hunter College,0.3464414972
40.766903,-73.962059,17995,4,4499,449.9,Manhattan,10065,Dogs & Cats,None,No,68th St-Hunter College,0.205451983
40.669853,-73.974915,17950,5,3590,359,Brooklyn,11215,Dogs & Cats,None,No,7th Av,0.6044029186
40.750561,-73.971252,17750,4,4438,443.8,Manhattan,10016,Dogs & Cats,None,Cooling only,Grand Central-42nd St,0.41484405
40.735386,-73.99321,17500,3,5833,583.3,Manhattan,10035,Dogs & Cats,Garage,Cooling only,Union Square,0.225979952
40.739506,-73.996567,17500,3,5833,583.3,Manhattan,10002,Dogs & Cats,None,No,14th St,0.1452728146
40.717087,-74.005257,17500,2,8750,875,Manhattan,10032,No,None,No,Franklin St,0.2835308117
40.671032,-73.975601,17000,5,3400,340,Brooklyn,11215,No,Garage,Cooling only,Grand Army Plaza,0.6049670579
40.712776,-74.009033,17000,3,5667,566.7,Manhattan,10016,Dogs & Cats,Garage,No,Park Place,0.0358491072
40.768749,-73.967873,17000,3,5667,566.7,Manhattan,10065,Dogs & Cats,None,No,68th St-Hunter College,0.3438210494
40.691574,-73.98877,16500,4,4125,412.5,Brooklyn,11201,Dogs & Cats,Garage,Cooling only,Borough Hall,0.2101838339
40.764141,-73.96946,16500,2,8250,825,Manhattan,10128,Dogs & Cats,None,No,59th St,14.2495186615
40.750702,-73.997208,16500,4,4125,412.5,Manhattan,10022,Dogs & Cats,None,No,34th St,0.7980858682
40.754719,-74.002533,16500,2,8250,825,Manhattan,10031,No,None,No,34 St Hudson Yards,0.1395610232
40.724548,-74.006569,16500,2,8250,825,Manhattan,10023,No,None,No,Canal St,0.4292113541
40.765503,-73.971428,16400,2,8200,820,Manhattan,10065,Dogs & Cats,Garage,No,5th Av,0.1789975777
40.779793,-73.954781,16150,3,5383,538.3,Manhattan,10028,Dogs & Cats,None,No,86th St,18.5389338373
40.762047,-73.980888,16000,3,5333,533.3,Manhattan,10019,Dogs & Cats,None,Cooling only,7th Av,10.6499186493
40.768223,-73.96064,16000,3,5333,533.3,Manhattan,10022,Dogs & Cats,None,Cooling only,68th St-Hunter College,0.2721651113
40.720249,-74.009529,16000,1,16000,1600,Manhattan,10009,Dogs & Cats,Garage,No,Franklin St,0.2456221833
40.754719,-74.002533,16000,2,8000,800,Manhattan,10001,Dogs & Cats,None,No,34 St Hudson Yards,0.1395610232
40.734932,-74.008926,16000,3,5333,533.3,Manhattan,10021,Dogs & Cats,None,No,Christopher St,0.5342975102
40.693939,-73.994942,16000,4,4000,400,Brooklyn,11211,Dogs & Cats,None,No,Court St,0.2674355315
40.791363,-73.976425,16000,5,3200,320,Manhattan,10033,Dogs & Cats,None,No,86th St,19.260752433
40.715408,-74.012589,16000,2,8000,800,Manhattan,10007,No,None,No,Chambers St,0.3669905895
40.775047,-73.963783,16000,2,8000,800,Manhattan,10027,No,None,No,77th St,16.9743979426
40.762047,-73.980888,16000,4,4000,400,Manhattan,10002,No,None,No,7th Av,10.6499186493
40.688793,-73.952225,15990,5,3198,319.8,Brooklyn,11216,No,None,No,Bedford-Nostrand Avs,0.1433831663
40.765503,-73.971428,15900,2,7950,795,Manhattan,10013,Dogs & Cats,None,No,5th Av,0.1789975777
40.761547,-73.982697,15500,3,5167,516.7,Manhattan,10019,No,None,Cooling only,50th St,0.2947131427
40.744926,-74.007072,15500,2,7750,775,Manhattan,10034,Dogs & Cats,None,No,14th St,1.1799445453
40.741173,-73.992416,15435,3,5145,514.5,Manhattan,10010,Dogs & Cats,None,No,23rd St,0.1926331942
40.792171,-73.975464,15125,3,5042,504.2,Manhattan,10025,Dogs & Cats,Garage,No,96th St,0.9081219528
40.774509,-73.96447,15000,1,15000,1500,Manhattan,10003,Dogs & Cats,None,Cooling only,77th St,16.8997487325
40.712776,-74.009033,15000,2,7500,750,Manhattan,10007,No,None,Cooling only,Park Place,0.0358491072
40.692402,-73.967018,15000,5,3000,300,Brooklyn,11205,No,None,Cooling only,Clinton-Washington Avs,0.4798211224
40.774647,-73.990997,15000,2,7500,750,Manhattan,10007,Dogs & Cats,None,Heating & Cooling,66th St-Lincoln Center,0.7520826438
40.714146,-74.006721,15000,2,7500,750,Manhattan,10025,Dogs & Cats,None,No,City Hall,0.0984840131
40.734386,-73.994347,15000,2,7500,750,Manhattan,10032,Dogs & Cats,None,No,Union Square,0.3520162445
40.723804,-74.00367,15000,2,7500,750,Manhattan,10012,Dogs & Cats,None,No,Spring St,0.2694880364
40.775684,-73.961349,15000,2,7500,750,Manhattan,10002,Dogs & Cats,None,No,77th St,17.105588876
40.774509,-73.96447,15000,1,15000,1500,Manhattan,10021,No,None,No,77th St,16.8997487325
40.713806,-74.005196,15000,2,7500,750,Manhattan,10034,No,None,No,Brooklyn Bridge-City Hall,0.1218451556
40.743973,-73.983238,14999,2,7500,750,Manhattan,10044,No,None,No,28th St,0.4895270129
40.71851,-74.004295,14500,2,7250,725,Manhattan,10005,Dogs & Cats,None,No,Canal St,0.2690756763
40.766678,-73.979736,14500,2,7250,725,Manhattan,10004,No,None,No,57th St,0.3572138116
40.783733,-73.974648,14500,4,3625,362.5,Manhattan,10024,No,None,No,81st St - Museum of Natural History,0.3314977482
40.727318,-74.007301,14000,2,7000,700,Manhattan,10014,Dogs & Cats,Garage,Cooling only,Houston St,0.193189156
40.70969,-73.968315,14000,3,4667,466.7,Brooklyn,11249,Dogs & Cats,None,Cooling only,Marcy Av,0.9021488933
40.7747,-73.96492,14000,2,7000,700,Manhattan,10021,Dogs & Cats,Garage,No,77th St,16.9084800663
40.739693,-73.987831,14000,2,7000,700,Manhattan,10040,Dogs & Cats,None,No,23rd St,0.5496928291
40.764317,-73.9776,14000,2,7000,700,Manhattan,10018,Dogs allowed,None,No,57th St,0.0403888053
40.739204,-73.994751,14000,2,7000,700,Manhattan,10011,No,None,No,14th St,0.1639126583
40.770367,-73.980583,13900,3,4633,463.3,Manhattan,10004,Dogs & Cats,None,Cooling only,59th St,14.6851965457
40.727173,-74.008102,13750,2,6875,687.5,Manhattan,10014,Dogs & Cats,None,Cooling only,Houston St,0.2597751735
40.760712,-73.970451,13750,2,6875,687.5,Manhattan,10016,No,None,No,59th St,13.8603398342
40.762367,-73.965591,13500,3,4500,450,Manhattan,10065,No,None,Cooling only,Lexington Av,0.2550736207
40.72361,-73.997055,13500,2,6750,675,Manhattan,10028,Dogs & Cats,None,Heating & Cooling,Prince St,0.0967708793
40.766964,-73.980011,13500,2,6750,675,Manhattan,10006,Dogs & Cats,None,No,59th St,14.326487354
40.721958,-73.999329,13500,2,6750,675,Manhattan,10016,Dogs & Cats,None,No,Spring St,0.6028612536
40.763817,-73.968658,13500,2,6750,675,Manhattan,10032,Dogs & Cats,None,No,59th St,14.2345679463
40.764141,-73.96946,13500,2,6750,675,Manhattan,10065,No,None,No,59th St,14.2495186615
40.734291,-73.996948,13499,2,6750,675,Manhattan,10012,No,None,No,6th Av,0.3387524505
40.728249,-74.000587,13000,2,6500,650,Manhattan,10065,Dogs allowed,Garage,No,Spring St,0.3479919877
40.724239,-73.975975,13000,3,4333,433.3,Manhattan,10003,Dogs & Cats,None,No,1st Av,0.8855898416
40.686905,-73.987854,13000,4,3250,325,Brooklyn,11217,Dogs & Cats,None,No,Bergen St,0.2673362483
40.734077,-73.993759,13000,2,6500,650,Manhattan,10011,No,None,No,Union Square,0.3260630447
40.723339,-73.992485,12995,1,12995,1299.5,Manhattan,10023,No,None,Heating only,2nd Av,0.2147527932
40.723232,-73.997124,12950,2,6475,647.5,Manhattan,10075,Dogs & Cats,Garage,Cooling only,Spring St,0.6493456546
40.741791,-73.983513,12950,2,6475,647.5,Manhattan,10013,Dogs & Cats,None,No,28th St,0.5998603378
40.775906,-73.955688,12925,3,4308,430.8,Manhattan,10028,Dogs & Cats,None,No,86th St,18.106266263
40.694458,-73.991592,12850,3,4283,428.3,Brooklyn,11201,No,None,No,Court St,0.0427542039
40.769962,-73.982666,12800,2,6400,640,Manhattan,10019,Dogs & Cats,None,No,59th St-Columbus Circle,0.200545014
40.782784,-73.973122,12750,3,4250,425,Manhattan,10023,Dogs & Cats,None,No,81st St - Museum of Natural History,0.1713529269
40.71405,-74.012878,12500,2,6250,625,Manhattan,10023,Dogs & Cats,None,Cooling only,World Trade Center,0.3078644276
40.771137,-73.964645,12500,3,4167,416.7,Manhattan,10016,Dogs & Cats,None,Cooling only,68th St-Hunter College,0.3394727363
40.769806,-73.962273,12500,3,4167,416.7,Manhattan,10016,Dogs allowed,Garage,No,68th St-Hunter College,0.2288315271
40.705566,-74.017403,12500,2,6250,625,Manhattan,10026,Dogs & Cats,None,No,Bowling Green,0.2934409365
40.73756,-73.994598,12500,2,6250,625,Manhattan,10026,Dogs & Cats,None,No,14th St,0.1547261882
40.75259,-73.967552,12500,2,6250,625,Manhattan,10033,Dogs & Cats,None,No,Lexington Av-53rd St,0.5660870502
40.732014,-73.988525,12500,3,4167,416.7,Manhattan,10029,Dogs & Cats,None,No,3rd Av,0.2227492045
40.761631,-73.966118,12500,3,4167,416.7,Manhattan,10003,Dogs & Cats,None,No,Lexington Av,0.3331406626
40.781582,-73.947334,12500,3,4167,416.7,Manhattan,10028,Dogs & Cats,None,No,96th St,1.8411092078
40.734562,-74.007217,12500,3,4167,416.7,Manhattan,10025,Dogs & Cats,None,No,Christopher St,0.3847182876
40.745045,-74.005264,12500,2,6250,625,Manhattan,10014,No,None,No,14th St,1.0754309075
40.795609,-73.972542,12495,3,4165,416.5,Manhattan,10009,Dogs & Cats,None,No,96th St,0.7937903435
40.770367,-73.980583,12000,2,6000,600,Manhattan,10023,Dogs & Cats,None,Cooling only,59th St,14.6851965457
40.723446,-74.000648,12000,2,6000,600,Manhattan,10009,Dogs & Cats,None,Cooling only,Prince St,0.2669713931
40.773975,-73.965179,12000,3,4000,400,Manhattan,10003,Dogs & Cats,None,Cooling only,77th St,16.8250433064
40.762367,-73.965591,12000,3,4000,400,Manhattan,10065,Dogs & Cats,None,Cooling only,Lexington Av,0.2550736207
40.896729,-73.904907,12000,5,2400,240,Bronx,10471,No,Garage,Heating only,Van Cortlandt Park-242nd St,0.9871878455
40.716434,-74.003342,12000,2,6000,600,Manhattan,10013,Dogs & Cats,Garage,No,Chambers St,0.5118458403
40.709095,-73.968651,12000,3,4000,400,Brooklyn,11249,Dogs & Cats,Garage,No,Marcy Av,0.9218911782
40.745045,-73.976921,12000,3,4000,400,Manhattan,10016,Dogs & Cats,Garage,No,33rd St,0.4492920474
40.767895,-73.991653,12000,3,4000,400,Manhattan,10019,Dogs & Cats,Garage,No,50th St,0.7705270808
40.725254,-73.99752,12000,1,12000,1200,Manhattan,10031,Dogs & Cats,None,No,Prince St,0.1039925085
40.745625,-74.000748,12000,2,6000,600,Manhattan,10029,Dogs & Cats,None,No,23rd St,0.7343487024
40.720539,-73.979332,12000,3,4000,400,Manhattan,10031,Dogs & Cats,None,No,Essex St,0.7264461659
40.765678,-73.963966,12000,2,6000,600,Manhattan,10035,No,None,No,Lexington Av,0.2150834969
40.756393,-73.966942,12000,3,4000,400,Manhattan,10031,No,None,No,Lexington Av-53rd St,0.2197357813
40.771431,-73.992966,11995,3,3998,399.8,Manhattan,10019,Dogs & Cats,None,No,66th St-Lincoln Center,0.9329746697
40.732056,-73.986977,11995,5,2399,239.9,Manhattan,10013,Dogs & Cats,None,No,3rd Av,0.1138653821
40.726154,-73.989052,11995,4,2999,299.9,Manhattan,10033,No,None,No,2nd Av,0.3149851898
40.776058,-73.983795,11982,3,3994,399.4,Manhattan,10023,Dogs allowed,None,Cooling only,72nd St,0.6239880847
40.77557,-73.984436,11971,2,5986,598.6,Manhattan,10023,No,None,No,66th St-Lincoln Center,0.3020963503
40.722733,-73.990303,11950,2,5975,597.5,Manhattan,10010,Dogs & Cats,None,No,2nd Av,0.0804978555
40.741608,-73.990356,11899,2,5950,595,Manhattan,10003,Dogs & Cats,None,No,23rd St,0.2511353567
40.775246,-73.95015,11750,3,3917,391.7,Manhattan,10028,Dogs & Cats,Garage,No,86th St,18.2011895211
40.739983,-73.990486,11750,2,5875,587.5,Manhattan,10023,Dogs & Cats,None,No,23rd St,0.3772588271
40.694458,-73.991592,11750,2,5875,587.5,Brooklyn,11201,No,None,No,Court St,0.0427542039
40.758999,-73.995949,11665,3,3888,388.8,Manhattan,10018,Dogs & Cats,Garage,No,42nd St,1.0958661128
40.712902,-73.952423,11500,3,3833,383.3,Brooklyn,11211,Dogs & Cats,Garage,Cooling only,Metropolitan Av,0.0855844212
40.778755,-73.982712,11500,2,5750,575,Manhattan,10016,Dogs & Cats,None,Cooling only,72nd St,0.6364977818
40.761711,-73.969757,11500,2,5750,575,Manhattan,10022,Dogs allowed,None,Heating & Cooling,59th St,13.983589606
40.785595,-73.970795,11500,4,2875,287.5,Manhattan,10023,Dogs & Cats,Garage,No,86th St,18.7540438216
40.740074,-73.993164,11500,2,5750,575,Manhattan,10040,Dogs allowed,Garage,No,23rd St,0.3131268219
40.721245,-74.000916,11500,1,11500,1150,Manhattan,10014,Dogs & Cats,None,No,Canal St (UL),#N/A
40.774673,-73.982635,11500,2,5750,575,Manhattan,10023,Dogs & Cats,None,No,66th St-Lincoln Center,0.141718464
40.763874,-73.98101,11500,4,2875,287.5,Manhattan,10038,Dogs & Cats,None,No,57th St,0.3000202658
40.727318,-74.007301,11500,2,5750,575,Manhattan,10024,No,None,No,Houston St,0.193189156
40.736717,-73.988464,11500,3,3833,383.3,Manhattan,10016,No,None,No,Union Square,0.2081450292
40.79285,-73.974731,11500,3,3833,383.3,Manhattan,10025,No,None,No,96th St,0.8550779343
40.706326,-74.007805,11495,2,5748,574.8,Manhattan,10005,Dogs & Cats,None,No,Wall St,0.1222504948
40.744499,-73.972473,11480,3,3827,382.7,Manhattan,10016,Dogs & Cats,Garage,Cooling only,Grand Central-42nd St,0.8273323744
40.766205,-73.960663,11300,3,3767,376.7,Manhattan,10065,Dogs & Cats,Garage,No,68th St-Hunter College,0.3453774323
40.729855,-73.979446,11225,3,3742,374.2,Manhattan,10009,Dogs & Cats,None,No,1st Av,0.2207057228
40.753345,-73.971298,11000,3,3667,366.7,Manhattan,10017,No,None,Cooling only,51st St,0.4215834054
40.767776,-73.983582,11000,3,3667,366.7,Manhattan,10019,No,Garage,No,59th St-Columbus Circle,0.1487326199
40.770195,-73.967079,11000,2,5500,550,Manhattan,10035,Dogs & Cats,None,No,68th St-Hunter College,0.3538270141
40.765408,-73.982231,11000,2,5500,550,Manhattan,10019,Dogs & Cats,None,No,57th St,0.4331551534
40.789925,-73.976883,11000,5,2200,220,Manhattan,10030,No,None,No,86th St,19.0962749744
40.759277,-73.964661,10900,3,3633,363.3,Manhattan,10017,No,None,No,Lexington Av,0.6072814743
40.724239,-73.975975,10660,3,3553,355.3,Manhattan,10009,Dogs & Cats,None,Cooling only,1st Av,0.8855898416
40.724239,-73.975975,10660,4,2665,266.5,Manhattan,10009,Dogs & Cats,None,Cooling only,1st Av,0.8855898416
40.71582,-74.005974,10630,2,5315,531.5,Manhattan,10007,Dogs & Cats,Garage,No,City Hall,0.2946259731
40.745266,-73.976303,10571,2,5286,528.6,Manhattan,10033,Dogs & Cats,Garage,Cooling only,33rd St,0.4947054603
40.727318,-74.007301,10500,2,5250,525,Manhattan,10014,No,None,Cooling only,Houston St,0.193189156
40.765232,-73.975563,10500,2,5250,525,Manhattan,10019,Dogs & Cats,None,No,5th Av,0.1924095165
40.747963,-73.989601,10500,3,3500,350,Manhattan,10001,Dogs & Cats,None,No,34th St,0.2460870889
40.771431,-73.992966,10500,4,2625,262.5,Manhattan,10019,Dogs & Cats,None,No,66th St-Lincoln Center,0.9329746697
40.825958,-73.944733,10500,4,2625,262.5,Manhattan,10028,No,None,No,145th St,0.137705605
40.727509,-73.991791,10250,2,5125,512.5,Manhattan,10027,No,None,No,Astor Place,0.2894392123
40.786545,-73.968925,10250,2,5125,512.5,Manhattan,10009,No,None,No,86th St,18.8972932697
40.759041,-73.994972,10200,2,5100,510,Manhattan,10036,Dogs & Cats,None,No,42nd St,1.0270928146
40.76775,-73.961548,10125,3,3375,337.5,Manhattan,10016,Dogs & Cats,None,No,68th St-Hunter College,0.2003214198
40.698383,-73.835144,10000,1,10000,1000,Queens,11374,Dogs & Cats,Garage,Cooling only,111th St,0.1475302778
40.691574,-73.98877,10000,3,3333,333.3,Brooklyn,11201,Dogs & Cats,Garage,Cooling only,Borough Hall,0.2101838339
40.763935,-73.964172,10000,2,5000,500,Manhattan,10022,Dogs & Cats,None,Cooling only,Lexington Av,0.1804455565
40.804535,-73.960701,10000,3,3333,333.3,Manhattan,10025,Dogs & Cats,None,Cooling only,116th St-Columbia University,0.4559699174
40.746418,-73.973373,10000,3,3333,333.3,Manhattan,10016,Dogs & Cats,None,Cooling only,Grand Central-42nd St,0.6010235777
40.74361,-74.006111,10000,2,5000,500,Manhattan,10011,Dogs & Cats,Garage,No,14th St,1.0266876469
40.723225,-74.003235,10000,2,5000,500,Manhattan,10031,Dogs & Cats,None,No,Spring St,0.3364982675
40.707764,-74.014992,10000,2,5000,500,Manhattan,10025,Dogs & Cats,None,No,Rector St,0.1516655491
