lat,lon,price,beds,price_per_bed,price_per_bed_scale,borough,5_digit_zip,pets,parking,ac,nearest_station,distance_between
40.707413,-74.006927,5140,2,2570,257,Manhattan,10038,Dogs & Cats,Garage,No,Fulton St,0.2247357333
40.794357,-73.965988,5138,1,5138,513.8,Manhattan,10025,Dogs & Cats,None,No,96th St,0.320385041
40.706326,-74.007805,5125,1,5125,512.5,Manhattan,10005,Dogs & Cats,None,No,Wall St,0.1222504948
40.749474,-73.939507,5124,2,2562,256.2,Queens,11101,Dogs & Cats,Garage,No,Queensboro Plaza,0.1364065301
40.730759,-73.978951,5122,2,2561,256.1,Manhattan,10036,Dogs & Cats,Garage,Heating only,1st Av,0.2265975306
40.748478,-73.974655,5121,1,5121,512.1,Manhattan,10016,Dogs & Cats,None,No,Grand Central-42nd St,0.3484977421
40.716286,-74.015457,5116,1,5116,511.6,Manhattan,10282,Dogs & Cats,Garage,No,Chambers St,0.627648696
40.778534,-73.988441,5110,1,5110,511,Manhattan,10023,No,Garage,Cooling only,72nd St,1.0644891309
40.741917,-73.959549,5110,2,2555,255.5,Queens,11101,No,None,No,Vernon Blvd-Jackson Av,0.5089304503
40.729111,-73.976845,5106,2,2553,255.3,Manhattan,10036,Dogs & Cats,None,No,1st Av,0.4520879695
40.724171,-73.979095,5100,2,2550,255,Manhattan,10017,Dogs & Cats,Garage,Cooling only,1st Av,0.7837486033
40.710457,-73.991234,5100,1,5100,510,Manhattan,10002,Dogs & Cats,None,Cooling only,East Broadway,0.3731473401
40.758274,-73.993187,5100,2,2550,255,Manhattan,10036,Dogs & Cats,None,Cooling only,42nd St,0.8543545006
40.74715,-73.972023,5100,2,2550,255,Manhattan,10016,Dogs & Cats,Garage,No,Grand Central-42nd St,0.584090584
40.732872,-73.990799,5100,1,5100,510,Manhattan,10009,Dogs & Cats,None,No,Union Square,0.3190565065
40.732872,-73.990799,5100,1,5100,510,Manhattan,10003,Dogs & Cats,None,No,Union Square,0.3190565065
40.723652,-73.978096,5100,2,2550,255,Manhattan,10035,Dogs & Cats,None,No,1st Av,0.8646716743
40.724686,-74.003532,5100,3,1700,170,Manhattan,10002,Dogs & Cats,None,No,Spring St,0.1722369645
40.748596,-73.941711,5100,2,2550,255,Queens,11101,No,None,No,Queensboro Plaza,0.2548048188
40.740803,-74.00174,5100,2,2550,255,Manhattan,10024,No,None,No,14th St,0.5469279617
40.706669,-74.018158,5100,2,2550,255,Manhattan,10012,No,None,No,Rector St,0.4105472763
40.746223,-73.943855,5095,2,2548,254.8,Queens,11101,Dogs & Cats,Garage,Cooling only,Long Island City-Court Square,0.036856421
40.744339,-73.991219,5095,1,5095,509.5,Manhattan,10011,No,None,Cooling only,23rd St,0.2112023421
40.723263,-73.996033,5095,1,5095,509.5,Manhattan,10007,Dogs & Cats,Garage,No,Spring St,0.7282295006
40.745628,-73.979668,5095,1,5095,509.5,Manhattan,10016,Dogs & Cats,None,No,33rd St,0.2090165901
40.748478,-73.974655,5095,1,5095,509.5,Manhattan,10016,Dogs & Cats,None,No,Grand Central-42nd St,0.3484977421
40.745956,-73.943672,5095,2,2548,254.8,Queens,11101,Dogs & Cats,None,No,Long Island City-Court Square,0.0678469306
40.795609,-73.972542,5095,2,2548,254.8,Manhattan,10025,Dogs & Cats,None,No,96th St,0.7937903435
40.683105,-73.968849,5090,1,5090,509,Brooklyn,11238,Dogs & Cats,Garage,No,Clinton & Washington Avs,0.2545005877
40.71582,-74.005974,5090,1,5090,509,Manhattan,10007,Dogs & Cats,Garage,No,City Hall,0.2946259731
40.710545,-74.009743,5085,1,5085,508.5,Manhattan,10007,Dogs & Cats,None,Cooling only,Fulton St,0.2953681696
40.74511,-73.991196,5082,1,5082,508.2,Manhattan,10001,Dogs & Cats,None,Heating & Cooling,28th St,0.2153060141
40.737606,-73.982559,5072,2,2536,253.6,Manhattan,10010,Dogs & Cats,None,No,23rd St,1.0445746852
40.730259,-73.977051,5067,2,2534,253.4,Manhattan,10032,No,None,No,1st Av,0.3933116806
40.745342,-73.990486,5066,1,5066,506.6,Manhattan,10065,Dogs & Cats,Garage,No,28th St,0.1521581541
40.742966,-73.980568,5065,1,5065,506.5,Manhattan,10016,Dogs & Cats,Garage,No,33rd St,0.3689349113
40.746223,-73.943855,5060,2,2530,253,Queens,11101,Dogs & Cats,Garage,Cooling only,Long Island City-Court Square,0.036856421
40.746815,-73.985519,5059,1,5059,505.9,Manhattan,10016,Dogs & Cats,None,No,28th St,0.3049276549
40.747601,-73.973244,5053,1,5053,505.3,Manhattan,10016,Dogs & Cats,None,Cooling only,Grand Central-42nd St,0.4867079783
40.747963,-73.989601,5050,1,5050,505,Manhattan,10001,Dogs & Cats,None,No,34th St,0.2460870889
40.754642,-73.972107,5025,1,5025,502.5,Manhattan,10017,Dogs & Cats,None,No,51st St,0.274547695
40.748249,-73.938705,5020,2,2510,251,Queens,11101,Dogs allowed,None,Cooling only,Queens Plaza,0.1471355934
40.778378,-73.988297,5009,1,5009,500.9,Manhattan,10069,No,Garage,Heating & Cooling,72nd St,1.047701743
40.784161,-73.948975,5008,2,2504,250.4,Manhattan,10128,Dogs & Cats,Garage,No,96th St,1.5636949943
40.777164,-73.988823,5006,1,5006,500.6,Manhattan,10069,Dogs & Cats,None,Heating & Cooling,72nd St,1.0597025021
40.714706,-73.944878,5001,3,1667,166.7,Brooklyn,11211,Dogs & Cats,None,Cooling only,Graham Av,0.0712783928
40.714706,-73.944878,5001,3,1667,166.7,Brooklyn,11232,No,None,No,Graham Av,0.0712783928
40.81163,-73.960617,5000,1,5000,500,Manhattan,10027,Dogs & Cats,Garage,Cooling only,125th St,0.6987421804
40.804581,-73.93631,5000,2,2500,250,Manhattan,10035,Dogs & Cats,Garage,Cooling only,125th St,1.5322497368
40.888916,-73.911552,5000,3,1667,166.7,Bronx,10463,Dogs & Cats,Garage,Cooling only,238th St,1.0146800217
40.90889,-73.898186,5000,4,1250,125,Bronx,10471,Dogs & Cats,Garage,Cooling only,Van Cortlandt Park-242nd St,2.1843456123
40.663715,-73.993858,5000,1,5000,500,Brooklyn,11232,Dogs & Cats,None,Cooling only,Prospect Av,0.2064151006
40.666119,-73.991806,5000,1,5000,500,Brooklyn,11215,Dogs & Cats,None,Cooling only,Prospect Av,0.1192866458
40.739166,-73.987335,5000,1,5000,500,Manhattan,10007,Dogs & Cats,None,Cooling only,23rd St,0.6196656635
40.808868,-73.951584,5000,3,1667,166.7,Manhattan,10026,Dogs & Cats,None,Cooling only,125th St,0.2572450892
40.754944,-73.994774,5000,3,1667,166.7,Manhattan,10025,Dogs & Cats,None,Cooling only,34th St,0.824851214
40.70459,-73.923286,5000,4,1250,125,Brooklyn,11237,Dogs & Cats,None,Cooling only,Jefferson St,0.2264733219
40.693848,-73.916618,5000,5,1000,100,Brooklyn,11221,Dogs & Cats,None,Cooling only,Knickerbocker Av,0.5956258225
40.748585,-73.976479,5000,2,2500,250,Manhattan,10016,Dogs allowed,None,Cooling only,Grand Central-42nd St,0.3186043593
40.717072,-74.004684,5000,1,5000,500,Manhattan,10006,No,None,Cooling only,Franklin St,0.311145772
40.71191,-73.961472,5000,2,2500,250,Brooklyn,11211,No,None,Cooling only,Marcy Av,0.5039435142
40.757607,-73.979179,5000,1,5000,500,Manhattan,10036,Dogs & Cats,None,Heating & Cooling,47-50th Sts Rockefeller Center,0.2158259574
40.734741,-73.983665,5000,1,5000,500,Manhattan,10025,Dogs & Cats,None,Heating & Cooling,3rd Av,0.2951577041
40.705975,-73.920265,5000,3,1667,166.7,Brooklyn,11237,Dogs & Cats,None,Heating & Cooling,Jefferson St,0.2340086155
40.70726,-73.941643,5000,4,1250,125,Brooklyn,11206,Dogs & Cats,None,Heating & Cooling,Montrose Av,0.1602448213
40.69471,-73.926941,5000,4,1250,125,Brooklyn,11226,Dogs & Cats,None,Heating & Cooling,Kosciusko St,0.2192583887
40.771187,-73.893707,5000,3,1667,166.7,Queens,11362,No,None,Heating & Cooling,Ditmars Blvd,1.6015285031
40.741795,-74.008469,5000,1,5000,500,Manhattan,10003,Dogs & Cats,None,Heating only,8th Av,0.5446799688
40.775383,-73.952477,5000,3,1667,166.7,Manhattan,10016,Dogs & Cats,None,Heating only,86th St,18.1452669381
40.619541,-73.910599,5000,3,1667,166.7,Brooklyn,11234,No,None,Heating only,Canarsie - Rockaway Parkway,3.0309435582
40.748035,-73.70311,5000,4,1250,125,Queens,11040,Dogs & Cats,No info,Heating only,Jamaica-179th St,7.8569961155
40.771122,-73.98761,5000,1,5000,500,Manhattan,10023,Dogs & Cats,Garage,No,66th St-Lincoln Center,0.5227718536
40.789677,-73.974457,5000,1,5000,500,Manhattan,10024,Dogs & Cats,Garage,No,86th St,19.1170268185
40.77803,-73.951073,5000,1,5000,500,Manhattan,10028,Dogs & Cats,Garage,No,86th St,18.4623861952
40.767895,-73.991653,5000,1,5000,500,Manhattan,10019,Dogs & Cats,Garage,No,50th St,0.7705270808
40.741722,-73.977028,5000,2,2500,250,Manhattan,10001,Dogs & Cats,Garage,No,33rd St,0.6448153181
40.713963,-74.009453,5000,2,2500,250,Manhattan,10007,Dogs & Cats,Garage,No,Chambers St,0.0749856654
40.744751,-73.982285,5000,4,1250,125,Manhattan,10019,No,Garage,No,33rd St,0.1489336349
40.784672,-73.977608,5000,3,1667,166.7,Manhattan,10011,Cats allowed,None,No,79th St,0.2110141328
40.737606,-73.982559,5000,1,5000,500,Manhattan,10010,Dogs & Cats,None,No,23rd St,1.0445746852
40.71093,-73.990913,5000,1,5000,500,Manhattan,10030,Dogs & Cats,None,No,East Broadway,0.3158963873
40.77121,-73.981728,5000,1,5000,500,Manhattan,10035,Dogs & Cats,None,No,66th St-Lincoln Center,0.2512510863
40.785282,-73.981064,5000,1,5000,500,Manhattan,10013,Dogs & Cats,None,No,79th St,0.1783059289
40.758652,-73.962212,5000,1,5000,500,Manhattan,10022,Dogs & Cats,None,No,Lexington Av,0.7410765386
40.729855,-73.979446,5000,1,5000,500,Manhattan,10035,Dogs & Cats,None,No,1st Av,0.2207057228
40.761662,-73.997322,5000,1,5000,500,Manhattan,10032,Dogs & Cats,None,No,34 St Hudson Yards,0.7499333993
40.761532,-73.998779,5000,1,5000,500,Manhattan,10032,Dogs & Cats,None,No,34 St Hudson Yards,0.6813546286
40.675034,-73.963913,5000,2,2500,250,Brooklyn,11238,Dogs & Cats,None,No,Eastern Parkway-Brooklyn Museum,0.3410438499
40.789219,-73.976341,5000,2,2500,250,Manhattan,10023,Dogs & Cats,None,No,86th St,19.0303241205
40.781532,-73.94799,5000,2,2500,250,Manhattan,10128,Dogs & Cats,None,No,96th St,1.8010334296
40.773472,-73.952301,5000,2,2500,250,Manhattan,10021,Dogs & Cats,None,No,86th St,17.951917132
40.763046,-73.994095,5000,2,2500,250,Manhattan,10032,Dogs & Cats,None,No,42nd St,1.2674673028
40.715633,-73.95015,5000,3,1667,166.7,Brooklyn,11211,Dogs & Cats,None,No,Lorimer St,1.328357594
40.745014,-73.953987,5000,3,1667,166.7,Queens,11101,Dogs & Cats,None,No,Vernon Blvd-Jackson Av,0.267727303
40.776402,-73.953209,5000,3,1667,166.7,Manhattan,10002,Dogs & Cats,None,No,86th St,18.2297706945
40.715408,-73.990761,5000,3,1667,166.7,Manhattan,10029,Dogs & Cats,None,No,East Broadway,0.1946668598
40.728073,-73.98336,5000,3,1667,166.7,Manhattan,10027,Dogs & Cats,None,No,1st Av,0.3519292856
40.735023,-73.980194,5000,3,1667,166.7,Manhattan,10031,Dogs & Cats,None,No,1st Av,0.4684152242
40.837196,-73.947273,5000,3,1667,166.7,Manhattan,10033,Dogs & Cats,None,No,157th St,0.4040624728
40.681587,-73.97345,5000,4,1250,125,Brooklyn,11217,Dogs & Cats,None,No,Bergen St,1.5532165662
40.780293,-73.954781,5000,4,1250,125,Manhattan,10021,Dogs & Cats,None,No,86th St,18.5913253124
40.733017,-73.896858,5000,5,1000,100,Queens,11378,Dogs & Cats,None,No,Fisk Av-69th St,1.4802785204
40.742123,-73.998955,5000,1,5000,500,Manhattan,10025,No,None,No,18th St,0.1511363682
40.750198,-73.985321,5000,2,2500,250,Manhattan,10016,No,None,No,34th St,0.2173879647
40.707668,-73.941887,4999,4,1250,125,Brooklyn,11206,Dogs & Cats,None,Cooling only,Montrose Av,0.1718820546
40.713482,-73.93708,4999,4,1250,125,Brooklyn,11211,Dogs & Cats,None,Heating only,Grand St,4.8059775916
40.744999,-73.702087,4999,3,1666,166.6,Queens,11379,Dogs & Cats,No info,Heating only,Jamaica-179th St,7.7699099368
40.771973,-73.980263,4999,1,4999,499.9,Manhattan,10037,Dogs & Cats,None,No,66th St-Lincoln Center,0.2312195129
40.71191,-73.961472,4999,2,2500,250,Brooklyn,11211,Dogs & Cats,None,No,Marcy Av,0.5039435142
40.762093,-73.975655,4999,2,2500,250,Manhattan,10019,Dogs & Cats,None,No,5th Av-53rd St,0.2172160487
40.690838,-73.966759,4999,3,1666,166.6,Brooklyn,11205,Dogs & Cats,None,No,Clinton-Washington Avs,0.3057492639
40.7561,-73.996239,4996,1,4996,499.6,Manhattan,10018,Dogs & Cats,None,Cooling only,34th St,1.0029926147
40.702953,-73.992073,4995,1,4995,499.5,Brooklyn,11201,Dogs & Cats,Garage,Cooling only,High St,0.4225710349
40.727173,-74.008102,4995,1,4995,499.5,Manhattan,10014,Dogs & Cats,None,Cooling only,Houston St,0.2597751735
40.748722,-73.990135,4995,1,4995,499.5,Manhattan,10128,Dogs & Cats,None,Cooling only,34th St,0.2241012007
40.6875,-73.934898,4995,3,1665,166.5,Brooklyn,11221,Dogs & Cats,None,Cooling only,Kosciusko St,0.8277126569
40.747337,-73.975967,4995,2,2498,249.8,Manhattan,10016,No,None,Cooling only,Grand Central-42nd St,0.4552747106
40.737518,-73.980766,4995,1,4995,499.5,Manhattan,10010,Dogs & Cats,None,Heating & Cooling,23rd St,1.177594463
40.671066,-73.988785,4995,2,2498,249.8,Brooklyn,11215,Dogs & Cats,None,Heating & Cooling,9th St,0.0474589141
40.73526,-74.006233,4995,2,2498,249.8,Manhattan,10019,Dogs & Cats,None,Heating only,Christopher St,0.3469165195
40.78513,-73.947968,4995,1,4995,499.5,Manhattan,10128,Dogs allowed,Garage,No,96th St,1.5839864749
40.74572,-73.980171,4995,1,4995,499.5,Manhattan,10016,Dogs & Cats,None,No,33rd St,0.1654262482
40.770767,-73.981575,4995,1,4995,499.5,Manhattan,10023,Dogs & Cats,None,No,59th St,14.7110219892
40.730072,-73.993439,4995,1,4995,499.5,Manhattan,10026,Dogs & Cats,None,No,8th St,0.0739508191
40.672424,-73.9776,4995,2,2498,249.8,Brooklyn,11215,Dogs & Cats,None,No,7th Av,0.7212160611
40.752155,-73.925743,4995,2,2498,249.8,Queens,11101,Dogs & Cats,None,No,36th St,12.6245488565
40.774254,-73.945869,4995,2,2498,249.8,Manhattan,10027,Dogs & Cats,None,No,86th St,18.2330830599
40.725376,-73.987259,4995,2,2498,249.8,Manhattan,10016,Dogs & Cats,None,No,2nd Av,0.3148757971
40.787735,-73.977516,4995,2,2498,249.8,Manhattan,10024,Dogs & Cats,None,No,86th St,18.8470208023
40.76247,-73.990669,4995,2,2498,249.8,Manhattan,10001,Dogs & Cats,None,No,50th St,0.39458125
40.758621,-73.953476,4995,2,2498,249.8,Manhattan,10028,Dogs & Cats,None,No,Roosevelt Island,0.0610403698
40.728104,-73.999626,4995,3,1665,166.5,Manhattan,10002,Dogs & Cats,None,No,Prince St,0.449983919
40.810474,-73.943512,4995,3,1665,166.5,Manhattan,10040,Dogs & Cats,None,No,125th St,0.7465663427
40.713482,-73.93708,4995,4,1249,124.9,Brooklyn,11211,Dogs & Cats,None,No,Grand St,4.8059775916
40.848206,-73.938194,4995,5,999,99.9,Manhattan,10033,Dogs & Cats,None,No,175th St,0.1560273103
40.701962,-73.982475,4995,1,4995,499.5,Brooklyn,11201,No,None,No,York St,0.4461926081
40.688759,-73.985115,4992,2,2496,249.6,Brooklyn,11201,Dogs & Cats,Garage,No,Hoyt & Schermerhorn,0.0320537052
40.714634,-73.958572,4990,2,2495,249.5,Brooklyn,11211,Dogs & Cats,None,Cooling only,Bedford Av,0.3296546443
40.745186,-73.991364,4989,1,4989,498.9,Manhattan,10001,Dogs & Cats,None,Cooling only,28th St,0.2277718406
40.74511,-73.991196,4989,1,4989,498.9,Manhattan,10001,Dogs & Cats,None,Heating & Cooling,28th St,0.2153060141
40.692413,-73.983383,4983,2,2492,249.2,Brooklyn,11201,Dogs & Cats,Garage,Cooling only,DeKalb Av,0.2374109732
40.744499,-73.972473,4982,1,4982,498.2,Manhattan,10016,Dogs & Cats,Garage,Heating & Cooling,Grand Central-42nd St,0.8273323744
40.71582,-74.005974,4980,1,4980,498,Manhattan,10007,Dogs & Cats,Garage,No,City Hall,0.2946259731
40.74667,-73.942772,4980,2,2490,249,Queens,11101,No,None,No,Long Island City-Court Square,0.0902229031
40.747459,-73.976089,4975,2,2488,248.8,Manhattan,10035,No,None,Heating only,Grand Central-42nd St,0.4416847573
40.672485,-73.954742,4975,3,1658,165.8,Brooklyn,11216,Dogs & Cats,None,No,Park Place,6.4130398952
40.730312,-73.982491,4970,2,2485,248.5,Manhattan,10024,Dogs & Cats,None,Heating & Cooling,1st Av,0.1018242035
40.796398,-73.973251,4970,3,1657,165.7,Manhattan,10001,No,None,No,96th St,0.8930234835
40.673702,-73.957626,4968,3,1656,165.6,Brooklyn,11238,Dogs & Cats,None,Cooling only,Park Place,6.1454482227
40.745186,-73.991364,4968,1,4968,496.8,Manhattan,10001,Dogs & Cats,None,Heating & Cooling,28th St,0.2277718406
40.740593,-74.001686,4965,2,2483,248.3,Manhattan,10001,Dogs & Cats,Garage,Cooling only,14th St,0.5311164982
40.759041,-73.994972,4960,1,4960,496,Manhattan,10036,Dogs & Cats,None,No,42nd St,1.0270928146
40.759041,-73.994972,4955,1,4955,495.5,Manhattan,10036,Dogs & Cats,None,No,42nd St,1.0270928146
40.789577,-73.973251,4953,1,4953,495.3,Manhattan,10024,Dogs & Cats,Garage,No,86th St,19.1306742585
40.744865,-73.956879,4951,2,2476,247.6,Queens,11109,Dogs & Cats,None,No,Vernon Blvd-Jackson Av,0.3730675776
40.675022,-73.997894,4950,3,1650,165,Brooklyn,11231,No,None,Cooling only,Smith-9th St,0.2287775228
40.707253,-73.94175,4950,4,1238,123.8,Brooklyn,11206,Dogs & Cats,None,Heating & Cooling,Montrose Av,0.1690250931
40.718464,-73.985107,4950,2,2475,247.5,Manhattan,10033,Dogs & Cats,None,Heating only,Essex St,0.1970640929
40.742123,-73.998955,4950,1,4950,495,Manhattan,10011,No,Garage,No,18th St,0.1511363682
40.761662,-73.997322,4950,1,4950,495,Manhattan,10036,Dogs & Cats,None,No,34 St Hudson Yards,0.7499333993
40.728161,-74.001724,4950,2,2475,247.5,Manhattan,10024,Dogs & Cats,None,No,Spring St,0.2740032695
40.778744,-73.976501,4950,2,2475,247.5,Manhattan,10001,Dogs & Cats,None,No,72nd St,0.3503478196
40.756096,-73.967979,4950,2,2475,247.5,Manhattan,10022,Dogs & Cats,None,No,Lexington Av-53rd St,0.1855407361
40.727364,-73.985779,4950,3,1650,165,Manhattan,10032,Dogs & Cats,None,No,1st Av,0.5306684792
40.730103,-73.992317,4950,1,4950,495,Queens,11040,Dogs allowed,None,No,8th St,0.0362918659
40.813187,-73.952881,4950,2,2475,247.5,Manhattan,10035,No,None,No,125th St,0.2354573769
40.707718,-74.001945,4950,3,1650,165,Manhattan,10030,No,None,No,Fulton St,0.433232289
40.737606,-73.982559,4944,2,2472,247.2,Manhattan,10010,Dogs & Cats,None,No,23rd St,1.0445746852
40.71125,-74.005531,4940,1,4940,494,Manhattan,10038,Dogs & Cats,Garage,No,Brooklyn Bridge-City Hall,0.2337834481
40.756054,-73.95388,4937,2,2469,246.9,Manhattan,10044,Dogs & Cats,Garage,Heating only,Roosevelt Island,0.3476480577
40.71125,-74.005531,4929,1,4929,492.9,Manhattan,10003,Dogs & Cats,None,No,Brooklyn Bridge-City Hall,0.2337834481
40.749084,-73.97406,4919,1,4919,491.9,Manhattan,10016,No,Garage,Heating & Cooling,Grand Central-42nd St,0.3097652216
40.777164,-73.988823,4917,1,4917,491.7,Manhattan,10069,Dogs & Cats,None,Heating & Cooling,72nd St,1.0597025021
40.724514,-74.002914,4908,3,1636,163.6,Manhattan,10012,Dogs & Cats,None,Heating & Cooling,Spring St,0.2027676179
40.74511,-73.991196,4901,1,4901,490.1,Manhattan,10001,Dogs & Cats,None,Heating & Cooling,28th St,0.2153060141
40.773457,-73.964729,4900,1,4900,490,Manhattan,10021,Dogs & Cats,None,Cooling only,77th St,16.7816969618
40.804535,-73.960701,4900,1,4900,490,Manhattan,10025,Dogs & Cats,None,Cooling only,116th St-Columbia University,0.4559699174
40.756371,-73.982193,4900,1,4900,490,Manhattan,10036,Dogs & Cats,None,Cooling only,47-50th Sts Rockefeller Center,0.2650450705
40.708603,-73.947586,4900,3,1633,163.3,Brooklyn,11249,Dogs & Cats,None,Cooling only,Broadway,6.202959383
40.885754,-73.913956,4900,1,4900,490,Bronx,10463,Dogs & Cats,Garage,Heating & Cooling,231st St,1.0846346713
40.698242,-73.983849,4900,2,2450,245,Brooklyn,11201,Dogs & Cats,Garage,Heating & Cooling,York St,0.3055527629
40.698242,-73.983849,4900,2,2450,245,Brooklyn,11201,Dogs & Cats,Garage,Heating & Cooling,York St,0.3055527629
40.758274,-73.993187,4900,2,2450,245,Manhattan,10018,Dogs & Cats,Garage,Heating & Cooling,42nd St,0.8543545006
40.688065,-73.979385,4900,1,4900,490,Brooklyn,11217,Dogs & Cats,Garage,No,Nevins St,0.0954827304
40.761532,-73.998779,4900,1,4900,490,Manhattan,10036,Dogs & Cats,Garage,No,34 St Hudson Yards,0.6813546286
40.742123,-73.998955,4900,1,4900,490,Manhattan,10011,No,Garage,No,18th St,0.1511363682
40.706993,-74.005539,4900,1,4900,490,Manhattan,10038,Dogs & Cats,None,No,Fulton St,0.2831198523
40.764561,-73.983986,4900,1,4900,490,Manhattan,10019,Dogs & Cats,None,No,50th St,0.2882743112
40.781361,-73.94886,4900,2,2450,245,Manhattan,10034,Dogs & Cats,None,No,96th St,1.7567420901
40.757046,-73.96843,4900,3,1633,163.3,Manhattan,10016,Dogs & Cats,None,No,Lexington Av-53rd St,0.0770516775
40.729355,-73.979378,4900,3,1633,163.3,Manhattan,10032,Dogs & Cats,None,No,1st Av,0.2598425758
40.734501,-73.989197,4900,1,4900,490,Manhattan,10013,No,None,No,14th St-Union Square,0.0663461224
40.774673,-73.982635,4900,1,4900,490,Manhattan,10025,No,None,No,66th St-Lincoln Center,0.141718464
40.762367,-73.965591,4900,1,4900,490,Manhattan,10065,No,None,No,Lexington Av,0.2550736207
40.745014,-73.953987,4900,3,1633,163.3,Queens,11101,No,None,No,Vernon Blvd-Jackson Av,0.267727303
40.747341,-73.979401,4900,3,1633,163.3,Manhattan,10003,No,None,No,33rd St,0.2653497112
40.734158,-73.981728,4900,3,1633,163.3,Manhattan,10003,No,None,No,1st Av,0.356479326
40.680233,-73.906769,4900,6,817,81.7,Brooklyn,11233,No,None,No,Broadway Junction-East New York,0.2441332946
40.779678,-73.982651,4899,2,2450,245,Manhattan,10023,No,None,No,72nd St,0.69453768
40.705441,-74.009338,4895,1,4895,489.5,Manhattan,10028,Dogs & Cats,None,Heating & Cooling,Wall St,0.1547548734
40.71125,-74.005531,4889,1,4889,488.9,Manhattan,10038,Dogs & Cats,Garage,No,Brooklyn Bridge-City Hall,0.2337834481
40.74511,-73.991196,4886,1,4886,488.6,Manhattan,10001,Dogs & Cats,None,Heating & Cooling,28th St,0.2153060141
40.789577,-73.973251,4883,1,4883,488.3,Manhattan,10024,Dogs & Cats,Garage,No,86th St,19.1306742585
40.791309,-73.952377,4880,1,4880,488,Manhattan,10029,Dogs & Cats,Garage,No,103rd St,0.9309880816
40.77227,-73.950752,4880,1,4880,488,Manhattan,10029,Dogs & Cats,Garage,No,86th St,17.8745791793
40.765976,-73.982552,4880,1,4880,488,Manhattan,10019,No,Garage,No,57th St,0.4840270372
40.71125,-74.005531,4878,1,4878,487.8,Manhattan,10038,Dogs & Cats,Garage,No,Brooklyn Bridge-City Hall,0.2337834481
40.74511,-73.991196,4875,1,4875,487.5,Manhattan,10001,Dogs & Cats,None,Heating & Cooling,28th St,0.2153060141
40.767197,-73.96212,4875,1,4875,487.5,Manhattan,10065,Dogs & Cats,Garage,No,68th St-Hunter College,0.1809365665
40.68206,-73.974022,4875,1,4875,487.5,Brooklyn,11217,Dogs & Cats,None,No,Bergen St,1.4908451519
40.753548,-73.964767,4875,1,4875,487.5,Manhattan,10004,Dogs & Cats,None,No,Lexington Av-53rd St,0.5733024113
40.74585,-73.994812,4875,1,4875,487.5,Manhattan,10001,Dogs & Cats,None,No,23rd St,0.3706007748
40.702427,-73.986771,4870,1,4870,487,Brooklyn,11201,Dogs & Cats,Garage,Cooling only,York St,0.2986018627
40.747005,-73.939636,4870,1,4870,487,Queens,11101,Dogs & Cats,None,No,Queens Plaza,0.297530253
40.789577,-73.973251,4862,1,4862,486.2,Manhattan,10024,Dogs & Cats,Garage,No,86th St,19.1306742585
40.73082,-74.009247,4856,1,4856,485.6,Manhattan,10014,Dogs & Cats,Garage,Cooling only,Houston St,0.4341570124
40.698101,-73.986565,4850,1,4850,485,Brooklyn,11201,Dogs & Cats,Garage,Cooling only,York St,0.1845642302
40.665447,-73.992104,4850,2,2425,242.5,Brooklyn,11215,Dogs & Cats,Garage,Cooling only,Prospect Av,0.0648804107
40.825142,-73.936653,4850,2,2425,242.5,Manhattan,10039,Dogs & Cats,Garage,Cooling only,Harlem-148th St,0.1411702884
40.730644,-74.004196,4850,1,4850,485,Manhattan,10018,Dogs & Cats,None,Cooling only,Houston St,0.2837954456
40.775913,-73.946358,4850,1,4850,485,Manhattan,10028,Dogs & Cats,None,Cooling only,86th St,18.3881547361
40.784473,-73.950302,4850,2,2425,242.5,Manhattan,10128,No,None,Cooling only,96th St,1.4509597665
40.804428,-73.96685,4850,3,1617,161.7,Manhattan,10012,No,None,Cooling only,Cathedral Parkway-110th St,0.8461475695
40.767776,-73.983582,4850,1,4850,485,Manhattan,10019,Cats allowed,Garage,Heating only,59th St-Columbus Circle,0.1487326199
40.730705,-73.995064,4850,1,4850,485,Manhattan,10003,Dogs & Cats,None,Heating only,8th St,0.2094167665
40.724026,-73.980774,4850,3,1617,161.7,Manhattan,10009,Dogs & Cats,Garage,No,1st Av,0.773601659
40.745045,-73.971611,4850,2,2425,242.5,Manhattan,10016,No,Garage,No,Grand Central-42nd St,0.802180388
40.748695,-73.977097,4850,2,2425,242.5,Manhattan,10016,Dogs & Cats,None,No,Grand Central-42nd St,0.3169674929
40.765366,-73.993668,4850,2,2425,242.5,Manhattan,10024,No,None,No,50th St,0.7235318835
40.709328,-73.964645,4843,1,4843,484.3,Brooklyn,11249,Dogs & Cats,None,No,Marcy Av,0.590499614
40.706772,-73.939056,4841,3,1614,161.4,Brooklyn,11206,Dogs & Cats,Garage,Cooling only,Montrose Av,0.126653081
40.744476,-73.98011,4825,1,4825,482.5,Manhattan,10016,Dogs & Cats,Garage,No,33rd St,0.2434780955
40.692413,-73.983383,4820,2,2410,241,Brooklyn,11201,Dogs & Cats,Garage,Cooling only,DeKalb Av,0.2374109732
40.681923,-73.962616,4820,2,2410,241,Brooklyn,11238,No,None,Cooling only,Clinton & Washington Avs,0.3098638535
40.765976,-73.982552,4820,1,4820,482,Manhattan,10019,No,None,No,57th St,0.4840270372
40.778378,-73.988297,4818,1,4818,481.8,Manhattan,10023,No,Garage,Cooling only,72nd St,1.047701743
